"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HN05","HN05_ATTRIBUTES","HN06","HN06_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","HX05","HX05_ATTRIBUTES","HX06","HX06_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LN05","LN05_ATTRIBUTES","LN06","LN06_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","LX05","LX05_ATTRIBUTES","LX06","LX06_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MN05","MN05_ATTRIBUTES","MN06","MN06_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MX05","MX05_ATTRIBUTES","MX06","MX06_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USC00122184","DEPUTY 1 WNW, IN US","38.7997","-85.6724","193.5","2011-10",,,,,,,"6",",K","5",",K",,,,,,,,,,,,,,,,,,,,,"36.3",",,K,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70.9",",,,K",,,,,,,,,,,,,,,,,,,,,,
"USC00126420","NORTH MANCHESTER WWTP, IN US","40.9936","-85.7749","231.6","2011-10",,,"488.4","7","1.6",",7","11",",7","6",",7","0",",7","0",",7","0",",7","4",",7","0",",7","11",",7","0",",7","-2.8",",7,30,","0",",,7,31,+","0.0",",,7,31,+","55.9",",,7,20,","28.3",",7,09,+",,,"298.6","7",,,,,,,,,,,,,"204.9",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95.2",",,,7",,,"0",",,,7","11.8",",7","18.4",",,,7","5.2",",,,7",,,,,,,,,,,,
"US1INJS0054","RENSSELAER 4.3 N, IN US","40.99768","-87.161535","209.7","2011-10",,,,,,,"12",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"16.0",",,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48.6",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INOH0001","AURORA 3.6 SSE, IN US","39.01535","-84.887306","224.0","2011-10",,,,,,,"9",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"31.2",",,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76.9",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INML0006","PLYMOUTH 2.5 WSW, IN US","41.329704","-86.356804","248.1","2011-10",,,,,,,"11",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"47.8",",,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"131.8",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INFD0002","GALENA 4.3 ENE, IN US","38.380331","-85.870439","285.0","2011-10",,,,,,,"9",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"17.8",",,N,27,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63.0",",,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00128723","TERRE HAUTE INDIANA STATE, IN US","39.4708","-87.408","154.5","2011-10",,,"790.1","7","3.6","3,7","12","3,7","7","3,7",,,,,"0","3,7","4","3,7","0","3,7","13","3,7","0","3,7","-2.8","3,7,31,",,,,,"38.1","3,,7,20,","31.1","3,7,08,",,,"220.7","7","17.8","4,,,7,3,2","16.7","5,,,7,5,2",,,,,,,,,"167.0","3,7","21.7","5,,,7,3,2",,,,,,,,,,,"7.8","4,,,7,3,2","4.4","5,,,7,5,2",,,,,,,,,"9.4","5,,,7,3,2",,,,,,,,,,,"12.2","4,,,7,3,2","13.4","5,,,7,5,2",,,,,,,,,,,"15.5","5,,,7,3,2",,,,,,,,,,,,,"96.6","3,,,7",,,,,"12.5","3,7","20.8","3,,,7","4.2","3,,,7",,,,,,,,,,,,
"USC00124244","INDIANA DUNES NATIONAL PARK, IN US","41.63178","-87.08803","208.2","2011-10",,,"469.7","K","4.7",",K","13",",K","9",",K","0",",K","0",",K","0",",K","0",",K","0",",K","9",",K","0",",K","0.6",",K,30,+","0",",,K,31,+","0.0",",,K,31,+","42.7",",,K,20,","28.3",",K,08,",,,"291.2","K",,,,,,,,,,,,,"209.0",",K",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"134.2",",,,K",,,"0",",,,K","11.7",",K","17.1",",,,K","6.4",",,,K",,,,,,,,,,,,
"US1INGB0009","FRANCISCO 0.1 SE, IN US","38.332965","-87.447337","139.3","2011-10",,,,,,,"8",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"37.8",",,N,13,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74.3",",,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00125337","MARION 2 N, IN US","40.58","-85.6586","240.8","2011-10",,,"530.1","7","1.3",",7","11",",7","5",",7","0",",7","0",",7","0",",7","6",",7","0",",7","10",",7","0",",7","-2.8",",7,30,","0",",,7,31,+","0.0",",,7,31,+","48.5",",,7,20,","28.3",",7,09,+",,,"308.5","7",,,,,,,,,,,,,"217.8",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90.3",",,,7",,,"0",",,,7","11.4",",7","17.9",",,,7","4.8",",,,7",,,,,,,,,,,,
