"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"US1INGB0008","HAZLETON 2.5 S, IN US","38.45263","-87.5336","145.4","2014-10",,,,,,,"16",",N","13",",N",,,,,,,,,,,,,,,,,,,,,"41.1",",,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"162.0",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INBL0007","HARTFORD CITY 4.8 NW, IN US","40.5069","-85.4275","270.1","2014-10",,,,,,,"13","2,N","9","2,N",,,,,,,,,,,,,,,,,,,,,"16.8","2,,N,04,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77.7",",a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INJS0060","W9OPR WHEATFIELD 1.4 ENE, IN US","41.1977","-87.0268","203.9","2014-10",,,,,,,"13","4,N","8","4,N",,,,,,,,,,,,,,,,,,,,,"89.7","4,,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"134.1","4,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INJS0045","DE MOTTE 1.2 SSW, IN US","41.1842329","-87.2098597","203.0","2014-10",,,,,,,"14","4,N","7","4,N",,,,,,,,,,,,,,,,,,,,,"65.5","4,,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121.8","4,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INOW0014","W9HRZ SPENCER 0.2 W, IN US","39.2869","-86.7723","168.9","2014-10",,,,,,,"16","4,N","10","4,N",,,,,,,,,,,,,,,,,,,,,"15.2","4,,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90.9","4,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INGB0013","PRINCETON 1.0 NW, IN US","38.367864","-87.580436","143.9","2014-10",,,,,,,"9",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"40.6",",,N,15,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"130.6",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INGB0014","FORT BRANCH 5.9 E, IN US","38.2528489083052","-87.4660360068083","136.9","2014-10",,,,,,,"16",",N","12",",N",,,,,,,,,,,,,,,,,,,,,"34.8",",,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"154.6",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INJS0049","DE MOTTE 4.1 SW, IN US","41.166826","-87.264025","207.3","2014-10",,,,,,,"16",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"55.6",",,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"113.2",",,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00127646","RUSHVILLE, IN US","39.6042","-85.4532","289.0","2014-10",,,"446.9","7","5.0",",7","12",",7","10",",7","0",",7","0",",7","0",",7","1",",7","0",",7","9",",7","0",",7","-0.6",",7,22,","0",",,7,31,+","0.0",",,7,31,+","18.8",",,7,14,","28.9",",7,03,",,,"254.3","7",,,,,,,,,"187.3",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82.8",",,,7",,,"0",",,,7","12.4",",7","18.2",",,,7","6.7",",,,7",,,,,,,,,,,,
"USC00126435","NORTH VERNON 2 ESE, IN US","39.00098","-85.59956","219.2","2014-10",,,"538.0","7","9.5",",7","13",",7","9",",7","0",",7","0",",7","0",",7","2",",7","0",",7","12",",7","0",",7","-0.6",",7,23,","0",",,7,31,+","0.0",",,7,31,+","28.2",",,7,14,","28.9",",7,03,+",,,"202.0","7",,,,,,,,,"154.8",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100.0",",,,7",,,"0",",,,7","13.6",",7","19.9",",,,7","7.3",",,,7",,,,,,,,,,,,
"US1INJS0047","REMINGTON 0.3 N, IN US","40.766648","-87.151963","223.7","2014-10",,,,,,,"12","3,N","7","3,N",,,,,,,,,,,,,,,,,,,,,"25.9","3,,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66.9","3,,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00124497","KENDALLVILLE, IN US","41.4499","-85.2272","301.8","2014-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80.7",",a,,7",,,,,,,,,,,,,,,,,,,,,,
"US1INOW0015","SPENCER 2.2 SE, IN US","39.261683","-86.743416","220.1","2014-10",,,,,,,"14",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"27.9",",,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109.9",",,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00126437","VERNON 1 ENE, IN US","38.9886","-85.5859","228.6","2014-10",,,,,,,"15",",7","9",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","21.8",",,7,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"115.9",",,,7",,,"0",",,,7",,,,,,,,,,,,,,,,,,
"US1INLG0011","LAGRANGE 9.9 E, IN US","41.648611","-85.230556","289.3","2014-10",,,,,,,"19","2,N","9","2,N",,,,,,,,,,,,,,,,,,,,,"16.8","2,,N,15,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79.7","2,,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00124260","INDIANAPOLIS WEATHER FORECAST OFFICE, IN US","39.7067","-86.2807","240.8","2014-10",,,"542.5","7","6.1",",7","15",",7","10",",7","0",",7","0",",7","0",",7","1",",7","0",",7","8",",7","0",",7","0.0",",7,31,","0",",,7,31,+","3.0",",,7,31,","22.6",",,7,13,","28.3",",7,27,+",,,"229.5","7",,,,,,,,,"185.3",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93.6",",,,7",,,"3",",,,7","12.6",",7","17.8",",,,7","7.4",",,,7",,,,,,,,,,,,
"US1INJS0051","DE MOTTE 2.9 SE, IN US","41.175558","-87.15399","207.9","2014-10",,,,,,,"18","1,N","8","1,N",,,,,,,,,,,,,,,,,,,,,"76.7","1,,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146.4","1,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INOW0002","SPENCER 4.4 E, IN US","39.29467","-86.68782","228.9","2014-10",,,,,,,"13",",N","11",",N",,,,,,,,,,,,,,,,,,,,,"14.0",",,N,08,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92.8",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INOW0006","GOSPORT 4.0 WSW, IN US","39.32","-86.73","177.1","2014-10",,,,,,,"15",",N","11",",N",,,,,,,,,,,,,,,,,,,,,"21.1",",,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"117.9",",,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00125237","MADISON SEWAGE PLANT, IN US","38.7369","-85.3941","140.2","2014-10",,,,,,,"11",",7","9",",7",,,,,,,,,,,,,,,,,,,,,"33.0",",,7,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121.4",",,,7",,,,,,,,,,,,,,,,,,,,,,
"US1INOW0009","SPENCER 7.0 S, IN US","39.185767","-86.778233","235.9","2014-10",,,,,,,"14",",N","10",",N",,,,,,,,,,,,,,,,,,,,,"31.0",",,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"132.8",",,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00125117","LOGANSPORT CICOTT ST., IN US","40.7477","-86.3877","182.9","2014-10",,,"427.2","7","3.3",",7","18",",7","8",",7","0",",7","0",",7","0",",7","0",",7","0",",7","5",",7","0",",7","1.7",",7,25,+","0",",,7,31,+","0.0",",,7,31,+","47.8",",,7,03,","26.1",",7,03,",,,"293.6","7",,,,,,,,,"215.3",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107.8",",,,7",,,"0",",,,7","11.5",",7","16.8",",,,7","6.2",",,,7",,,,,,,,,,,,
"US1INLG0001","ORLAND 6.6 SSW, IN US","41.638525","-85.201982","302.1","2014-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62.9","3,a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INLG0006","LAGRANGE 9.4 ESE, IN US","41.603425","-85.243576","293.8","2014-10",,,,,,,"12","3,N","8","3,N",,,,,,,,,,,,,,,,,,,,,"16.3","3,,N,15,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66.9",",a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INLG0005","LAGRANGE 1.3 ENE, IN US","41.6527","-85.3963","288.0","2014-10",,,,,,,"16","2,N","7","2,N",,,,,,,,,,,,,,,,,,,,,"21.8","2,,N,04,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65.1",",a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INDV0001","WASHINGTON 1.5 NW, IN US","38.67543","-87.18996","145.1","2014-10",,,,,,,"12",",N","11",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,,N,31,+","26.2",",,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121.9",",,,N",,,"0","1,,,N",,,,,,,,,,,,,,,,,,
"US1INPM0013","GREENCASTLE 1.7 NE, IN US","39.660561","-86.820686","239.9","2014-10",,,,,,,"15","5,N","9","5,N",,,,,,,,,,,,,,,,,,,,,"22.9","5,,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93.8","2,a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INPM0012","REELSVILLE 2.6 SSW, IN US","39.52436667","-86.99023333","221.3","2014-10",,,,,,,"19",",N","10",",N",,,,,,,,,,,,,,,,,,,,,"42.4",",,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"135.2",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INPM0011","GREENCASTLE 3.6 ESE, IN US","39.622102","-86.779007","240.5","2014-10",,,,,,,"14","3,N","9","3,N",,,,,,,,,,,,,,,,,,,,,"57.7","3,,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"140.3",",a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INDV0017","WASHINGTON 3.3 SE, IN US","38.620518","-87.135882","149.0","2014-10",,,,,,,"15",",N","10",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","31.5",",,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127.6",",,,N",,,"0",",,,N",,,,,,,,,,,,,,,,,,
"USC00122096","DECATUR 1 N, IN US","40.8483","-84.9299","239.3","2014-10",,,"389.3","7","4.7",",7","13",",7","10",",7","0",",7","0",",7","0",",7","2",",7","0",",7","5",",7","0",",7","-0.6",",7,24,+","0",",,7,31,+","0.0",",,7,31,+","22.9",",,7,03,","27.2",",7,03,",,,"317.2","7",,,,,,,,,"222.5",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73.1",",,,7",,,"0",",,,7","11.3",",7","16.6",",,,7","6.0",",,,7",,,,,,,,,,,,
"USC00129724","WOODBURN 3 N, IN US","41.1645","-84.8482","216.4","2014-10",,,,,"3.7","1,7","14","2,7","7","2,7","0","1,7","0","1,7","0","1,7","2","1,7","0","1,7","3","1,7","0","1,7","-1.7","1,7,24,","0","1,,7,31,+","0.0","1,,7,31,+","16.3","2,,7,08,","27.8","1,7,03,",,,,,,,,,,,,,"234.6","1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58.1",",a,,7",,,"0","1,,,7","10.6","1,7","16.1","1,,,7","5.2","1,,,7",,,,,,,,,,,,
"US1INRP0006","BATESVILLE 0.4 SSW, IN US","39.29277778","-85.22083333","297.5","2014-10",,,,,,,"13","3,N","8","3,N",,,,,,,,,,,,,,,,,,,,,"13.0","3,,N,08,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73.1","3,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INRP0005","BATESVILLE 4.3 SSW, IN US","39.242179","-85.253578","284.1","2014-10",,,,,,,"13","4,N","9","4,N",,,,,,,,,,,,,,,,,,,,,"16.0","4,,N,08,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"87.6","4,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INRP0004","OSGOOD 4.1 NE, IN US","39.16916","-85.23612","290.2","2014-10",,,,,,,"15",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"13.7",",,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83.5",",,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00129605","WILLIAMS 3 SW, IN US","38.7669","-86.6846","166.7","2014-10",,,,,,,"14",",7","11",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","23.6",",,7,29,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"143.0",",,,7",,,"0",",,,7",,,,,,,,,,,,,,,,,,
"US1INFL0003","ROCHESTER 2.4 NW, IN US","41.085157","-86.229331","232.9","2014-10",,,,,,,"16","2,N","9","2,N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","51.3","2,,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"126.0",",a,,N",,,"0","2,,,N",,,,,,,,,,,,,,,,,,
"US1INSH0005","SHELBYVILLE 0.8 SSW, IN US","39.512138","-85.779105","232.9","2014-10",,,,,,,"19",",N","10",",N",,,,,,,,,,,,,,,,,,,,,"22.4",",,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100.8",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INSH0004","SHELBYVILLE 7.1 WSW, IN US","39.4944","-85.9041","226.5","2014-10",,,,,,,"13","1,N","9","1,N",,,,,,,,,,,,,,,,,,,,,"28.4","1,,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92.5","1,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INSH0009","FAIRLAND 0.5 ENE, IN US","39.603655","-85.854013","243.8","2014-10",,,,,,,"13","4,N","7","4,N",,,,,,,,,,,,,,,,,,,,,"35.3","4,,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90.0","2,a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INDV0012","PLAINVILLE 1.3 S, IN US","38.785","-87.1553","168.2","2014-10",,,,,,,"15","5,N","12","5,N",,,,,,,,,,,,,,,,,,,,,"26.9","5,,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127.9","5,,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00126580","OOLITIC PURDUE EX FRM, IN US","38.88855","-86.55169","197.8","2014-10",,,"454.0","7","3.9",",7","15",",7","10",",7","0",",7","0",",7","0",",7","2",",7","0",",7","8",",7","0",",7","-0.6",",7,31,","0",",,7,31,+","0.0",",T,7,08,","31.5",",,7,14,","28.9",",7,03,",,,"244.4","7","19.4",",,,7,5,2",,,,,,,"188.4",",7","19.4",",,,7,5,2",,,,,,,"11.1",",,,7,5,2",,,,,,,"11.7",",,,7,5,2",,,,,,,"13.9",",,,7,5,2",,,,,,,,,"15.1",",,,7,5,2",,,,,,,,,"133.5",",,,7",,,"0",",T,,7","12.4",",7","18.6",",,,7","6.2",",,,7",,,,,,,,,,,,
"US1INJS0073","WHEATFIELD 4.1 WSW, IN US","41.175333","-87.128839","209.1","2014-10",,,,,,,"10",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"83.6",",,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"133.9",",,,N",,,,,,,,,,,,,,,,,,,,,,
