"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USC00126864","PERU, IN US","40.7646","-86.074","201.2","2014-10",,,,,,,"15",",7","6",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","13.5",",,7,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52.6",",,,7",,,"0",",,,7",,,,,,,,,,,,,,,,,,
"US1INWH0018","MONTICELLO 1.0 NNE, IN US","40.7605835795403","-86.7598995566368","205.4","2014-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122.4",",a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INCK0018","JEFFERSONVILLE 0.8 NW, IN US","38.309792","-85.73601","147.8","2014-10",,,,,,,"16",",N","10",",N",,,,,,,,,,,,,,,,,,,,,"17.8",",,N,10,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"116.7",",,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00126989","PLYMOUTH, IN US","41.3392","-86.3358","248.4","2014-10",,,,,"2.5",",7","15",",7","10",",7","0",",7","0",",7","0",",7","4",",7","0",",7","3",",7","0",",7","-1.1",",7,24,","0",",,7,31,+","0.0",",,7,31,+","28.4",",,7,03,","25.6",",7,03,",,,"339.8","7",,,,,,,,,"234.6",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94.7",",,,7",,,"0",",,,7","10.9",",7","16.1",",,,7","5.6",",,,7",,,,,,,,,,,,
"USC00125535","MEDARYVILLE, IN US","41.1588","-86.9013","211.8","2014-10",,,,,,,"16",",7","7",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","60.7",",,7,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"115.4",",,,7",,,"0",",,,7",,,,,,,,,,,,,,,,,,
"US1INNB0011","ALBION 3.7 S, IN US","41.341605","-85.415637","285.3","2014-10",,,,,,,"16",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"23.4",",,N,15,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89.4",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INSN0012","HUDSON 0.3 SE, IN US","41.53082","-85.07775","301.1","2014-10",,,,,,,"20","5,N","8","5,N",,,,,,,,,,,,,,,,,,,,,"20.6","5,,N,13,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80.5","5,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INPT0018","HEBRON 3.7 NE, IN US","41.367069","-87.162253","223.1","2014-10",,,,,,,"17",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"46.0",",,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103.7",",,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00127959","SHAKAMAK STATE PARK, IN US","39.1613","-87.2436","167.3","2014-10",,,,,"8.7",",7","12","2,7","9","2,7","0",",7","0","2,7","0",",7","2",",7","0",",7","10",",7","0",",7","-0.6",",7,31,+","0",",T,7,31,","0.0","2,T,7,31,","37.1","2,,7,15,","28.9",",7,03,",,,"261.5","7",,,,,,,,,"203.7",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"174.4","2,,,7",,,"0","2,T,,7","12.0",",7","17.9",",,,7","6.1",",,,7",,,,,,,,,,,,
"US1INHW0010","KOKOMO 6.8 W, IN US","40.489282","-86.261137","243.8","2014-10",,,,,,,"12","2,N","8","2,N",,,,,,,,,,,,,,,,,,,,,"22.6","2,,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78.3","2,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INHW0016","KOKOMO 7.2 WNW, IN US","40.51853314","-86.25774186","247.2","2014-10",,,,,,,"13",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"19.8",",,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77.3",",,,N",,,,,,,,,,,,,,,,,,,,,,
"USW00063898","BEDFORD 5 WNW, IN US","38.8882","-86.5707","231.6","2014-10",,,"470.9","R","6.4",",R","11",",R","9",",R",,,,,"0",",R","0",",R","0",",R","9",",R","0",",R","0.5",",R,30,",,,,,"33.4",",,R,13,","28.6",",R,02,",,,"229.9","R",,,,,,,,,"178.3",",R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"133.1",",,,R",,,,,"12.8",",R","17.9",",,,R","7.7",",,,R",,,,,,,,,,,,
"US1INHW0018","K9VEZ INDIAN HEIGHTS 3.6 W, IN US","40.4326","-86.1844","255.7","2014-10",,,,,,,"16",",N","11",",N",,,,,,,,,,,,,,,,,,,,,"14.2",",,N,15,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91.3",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INSN0005","HAMILTON 1.7 E, IN US","41.532404","-84.885299","277.1","2014-10",,,,,,,"16","1,N","7","1,N",,,,,,,,,,,,,,,,,,,,,"17.0","1,,N,04,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71.1","1,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INCK0023","JEFFERSONVILLE 0.4 SE, IN US","38.297265","-85.71975","142.0","2014-10",,,,,,,"14",",N","12",",N",,,,,,,,,,,,,,,,,,,,,"24.1",",,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"116.3",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INSN0009","ANGOLA 4.1 N, IN US","41.701001","-84.986686","328.0","2014-10",,,,,,,"18",",N","10",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","21.8",",,N,13,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"93.1",",,,N",,,"0",",,,N",,,,,,,,,,,,,,,,,,
"USC00121187","BUTLER 1 SE, IN US","41.4083","-84.8536","259.1","2014-10",,,,,,,"14",",7","9",",7",,,,,,,,,,,,,,,,,,,,,"18.8",",,7,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79.6",",,,7",,,,,,,,,,,,,,,,,,,,,,
"US1INNB0024","KENDALLVILLE 4.5 NW, IN US","41.497119","-85.307049","296.6","2014-10",,,,,,,"10","3,N","6","3,N",,,,,,,,,,,,,,,,,,,,,"17.8","3,,N,15,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79.2","1,a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INPT0008","VALPARAISO 0.6 SE, IN US","41.470792","-87.043314","251.2","2014-10",,,,,,,"15","2,N","9","2,N",,,,,,,,,,,,,,,,,,,,,"49.5","2,,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122.5",",a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INNB0023","COLUMBIA CITY 8.4 N, IN US","41.280030165316","-85.472929477672","280.4","2014-10",,,,,,,"14",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"18.3",",,N,15,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77.7",",,,N",,,,,,,,,,,,,,,,,,,,,,
"USW00053866","SHELBYVILLE MUNICIPAL AIRPORT, IN US","39.58545","-85.79982","244.4","2014-10","3.9",",W","581.4","W","7.3",",W","14",",W","9",",W",,,,,"0",",W","1",",W","0",",W","10",",W","0",",W","0.0",",W,23,",,,,,"26.4",",,W,13,","30.6",",W,02,",,,"213.1","W",,,,,,,,,"171.7",",W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95.8",",,,W",,,,,"13.0",",W","18.7",",,,W","7.4",",,,W",,,"220",",W","260",",W",,,"14.8",",W","20.1",",W"
"US1INHN0011","MCCORDSVILLE 2.6 NE, IN US","39.937","-85.9","259.1","2014-10",,,,,,,"13",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"28.4",",,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85.8",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INPT0128","VALPARAISO 1.0 NE, IN US","41.4868748","-87.0363092","249.6","2014-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"122.0","1,a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INHN0012","GREENFIELD 0.4 SW, IN US","39.7879","-85.7752","274.9","2014-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91.4","1,a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INSN0002","HUDSON 4.1 NNW, IN US","41.591868","-85.101163","321.9","2014-10",,,,,,,"16","3,N","8","3,N",,,,,,,,,,,,,,,,,,,,,"15.2","3,,N,13,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70.4","3,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INSN0003","HUDSON 4.6 N, IN US","41.5997","-85.089524","301.1","2014-10",,,,,,,"14",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"16.8",",,N,13,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63.4",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INPT0126","HEBRON 0.6 NE, IN US","41.3276","-87.193487","213.1","2014-10",,,,,,,"12","4,N","9","4,N",,,"0","4,N",,,,,,,,,,,,,,,"13.0","4,,N,31,","54.6","4,,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"129.3",",a,,N",,,"13","4,,,N",,,,,,,,,,,,,,,,,,
"USC00129905","YOUNG AMERICA, IN US","40.5615","-86.3424","235.6","2014-10",,,"375.4","7","7.3","1,7","8",",7","8",",7","0",",7","0",",7","0",",7","1",",7","0","1,7","5","1,7","0","1,7","0.0",",7,23,","0",",,7,31,+","0.0",",T,7,31,","40.6",",,7,03,","26.7","1,7,28,",,,"325.5","7",,,,,,,,,"217.5","1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80.4",",,,7",,,"0",",T,,7","11.3","1,7","16.3","1,,,7","6.2",",,,7",,,,,,,,,,,,
"US1INMM0004","DENVER 1.3 NE, IN US","40.875466","-86.056113","233.2","2014-10",,,,,,,"16",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"15.0",",,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59.3",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INCY0007","BRAZIL 0.9 NNE, IN US","39.5351333618164","-87.1158599853516","211.2","2014-10",,,,,,,"17","4,N","11","4,N",,,,,,,,,,,,,,,,,,,,,"68.8","4,,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"144.1","4,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INHN0003","NEW PALESTINE 1.4 S, IN US","39.70061","-85.895044","246.0","2014-10",,,,,,,"15","3,N","11","3,N",,,,,,,,,,,,,,,,,,,,,"23.6","3,,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88.9","3,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INPT0012","VALPARAISO 4.3 SW, IN US","41.434538","-87.112379","235.9","2014-10",,,,,,,"13",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"48.0",",,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"102.2",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INCY0004","JASONVILLE 4.0 ENE, IN US","39.17632","-87.144557","167.6","2014-10",,,,,,,"18",",N","10",",N",,,,,,,,,,,,,,,,,,,,,"43.7",",,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"153.6",",,,N",,,,,,,,,,,,,,,,,,,,,,
"USR0000IHAR","HARDIN RIDGE INDIANA, IN US","39.0","-86.4228","228.6","2014-10",,,,,"11.1",",U",,,,,,,,,"0",",U","0",",U","0",",U","10",",U","0",",U","1.7",",U,31,",,,,,,,"30.0",",U,02,",,,"196.6","U",,,,,,,,,"164.6",",U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.4",",U","18.6",",,,U","8.2",",,,U",,,,,,,,,,,,
"US1INHW0003","KOKOMO 4.6 ESE, IN US","40.452784","-86.050761","257.9","2014-10",,,,,,,"14",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"14.7",",,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69.5",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INTN0010","ELWOOD 3.5 WSW, IN US","40.2544","-85.9","261.2","2014-10",,,,,,,"16",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"12.2",",,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70.5",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INHW0005","KOKOMO 4.3 SW, IN US","40.438315","-86.197831","255.1","2014-10",,,,,,,"15","5,N","10","5,N",,,,,,,,,,,,,,,,,,,,,"13.2","5,,N,07,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83.6","1,a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INWH0002","BURNETTSVILLE 9.9 NNW, IN US","40.897723","-86.652514","213.1","2014-10",,,,,,,"12",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"51.8",",,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107.8",",,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00122041","DANVILLE 3 SW, IN US","39.7344","-86.5361","291.4","2014-10",,,,,,,,,,,"0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101.0",",a,,7",,,"0",",,,7",,,,,,,,,,,,,,,,,,
"US1INDB0001","HUNTINGBURG 0.4 SSW, IN US","38.29294","-86.9611","153.3","2014-10",,,,,,,"13",",N","11",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,31,+","31.0",",,N,14,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150.7",",,,N",,,"0","3,,,N",,,,,,,,,,,,,,,,,,
"USC00126400","NORTHERN INDIANA WEATHER FORECAST OFFICE, IN US","41.3588","-85.6997","289.9","2014-10",,,"351.9","7","0.3",",7","13",",7","6",",7","0",",7","0",",7","0",",7","2",",7","0",",7","5",",7","0",",7","-0.6",",7,31,+","0",",,7,31,+","0.0",",T,7,31,+","16.5",",,7,03,","24.4",",7,27,",,,"330.4","7",,,,,,,,,"232.0",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59.1",",,,7",,,"0",",T,,7","10.9",",7","15.9",",,,7","5.8",",,,7",,,,,,,,,,,,
"USC00126401","NORTH JUDSON 3 S, IN US","41.1734","-86.7571","213.4","2014-10",,,,,,,"15",",7","7",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","43.9",",,7,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86.9",",,,7",,,"0",",,,7",,,,,,,,,,,,,,,,,,
"US1INLW0022","KB9LGS OOLITIC 2.2 N, IN US","38.9232","-86.5339","187.8","2014-10",,,,,,,"11","4,N","8","4,N",,,,,,,,,,,,,,,,,,,,,"37.3","4,,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"149.0","4,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INDB0006","JASPER 5.7 ESE, IN US","38.364437","-86.845345","170.1","2014-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"136.8","5,a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INFD0022","GALENA 3.0 SE, IN US","38.32283333","-85.89583333","253.3","2014-10",,,,,,,"14",",N","10",",N",,,,,,,,,,,,,,,,,,,,,"31.2",",,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"134.8",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INFD0023","FLOYDS KNOBS 1.7 NW, IN US","38.343234","-85.895055","276.1","2014-10",,,,,,,"18",",N","10",",N",,,,,,,,,,,,,,,,,,,,,"32.8",",,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.9",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INMR0013","SPEEDWAY 6.2 SSW, IN US","39.706689","-86.28095","243.2","2014-10",,,,,,,"16","1,N","10","1,N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,31,+","18.0","1,,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85.6","1,,,N",,,"0","4,,,N",,,,,,,,,,,,,,,,,,
"US1INSJ0058","SOUTH BEND 4.5 SE, IN US","41.622462","-86.216338","266.1","2014-10",,,,,,,"15",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"42.7",",,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96.7",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INPT0117","VALPARAISO 5.5 SSW, IN US","41.4078612","-87.1043981","225.2","2014-10",,,,,,,"15",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"53.3",",,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107.8",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INMR0132","INDIANAPOLIS 8.0 N, IN US","39.890667","-86.119217","223.1","2014-10",,,,,,,"19",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"19.8",",,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"87.6",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INPT0003","VALPARAISO 2.0 WSW, IN US","41.46741","-87.08746","220.1","2014-10",,,,,,,"19",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"47.0",",,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"113.8",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INMR0124","INDIANAPOLIS 11.3 ESE, IN US","39.718261","-85.956498","246.6","2014-10",,,,,,,"13","5,N","6","5,N",,,,,,,,,,,,,,,,,,,,,"25.4","5,,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76.1","1,a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INTN0007","ATLANTA 4.1 ENE, IN US","40.232863","-85.952635","262.1","2014-10",,,,,,,"12","4,N","8","4,N",,,,,,,,,,,,,,,,,,,,,"10.7","4,,N,04,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48.7","4,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INTN0009","K9WKK TIPTON 1.3 NW, IN US","40.2969","-86.0574","267.0","2014-10",,,,,,,"14",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"12.7",",,N,04,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71.3",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INEL0001","WAKARUSA 0.3 WSW, IN US","41.53322","-86.019","259.1","2014-10",,,,,,,"20",",N","10",",N",,,,,,,,,,,,,,,,,,,,,"52.3",",,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"116.6",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INEL0003","MIDDLEBURY 2.6 WSW, IN US","41.6624","-85.760218","278.0","2014-10",,,,,,,"12","2,N","5","2,N",,,,,,,,,,,,,,,,,,,,,"40.9","2,,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78.7","2,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INGR0007","LA FONTAINE 3.4 ESE, IN US","40.652935","-85.662348","261.2","2014-10",,,,,,,"13","1,N","6","1,N",,,,,,,,,,,,,,,,,,,,,"20.1","1,,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61.4","1,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INEL0007","MILLERSBURG 0.5 SW, IN US","41.520929","-85.700842","271.0","2014-10",,,,,,,"16",",N","7",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",T,N,05,","17.5",",,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61.0",",,,N",,,"0",",T,,N",,,,,,,,,,,,,,,,,,
"US1INJY0012","PORTLAND 2.3 S, IN US","40.399731","-84.984218","285.0","2014-10",,,,,,,"12","3,N","7","3,N",,,,,,,,,,,,,,,,,,,,,"15.2","3,,N,04,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"50.1","3,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INEL0008","WAKARUSA 2.4 NNE, IN US","41.56551","-85.9933","256.0","2014-10",,,,,,,"19",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"49.3",",,N,03,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"105.4",",,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00123021","FORT WAYNE, IN US","41.2017","-85.1569","257.6","2014-10",,,,,,,"11",",7","9",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","17.0",",,7,04,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84.9",",,,7",,,"0",",,,7",,,,,,,,,,,,,,,,,,
"USC00123146","FRENCH LICK 3 N, IN US","38.5947","-86.6129","223.4","2014-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"112.3",",a,,7",,,,,,,,,,,,,,,,,,,,,,
"US1INJY0009","BRYANT 1.1 SSW, IN US","40.5194737762213","-84.9713563174009","265.8","2014-10",,,,,,,"14",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"20.3",",,N,08,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73.1",",,,N",,,,,,,,,,,,,,,,,,,,,,
