"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"US1INGB0008","HAZLETON 2.5 S, IN US","38.45263","-87.5336","145.4","2016-10",,,,,,,"7","5,N","1","5,N",,,,,,,,,,,,,,,,,,,,,"5.6","5,,N,21,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.6","5,,,N",,,,,,,,,,,,,,,,,,
"US1INBL0007","HARTFORD CITY 4.8 NW, IN US","40.5069","-85.4275","270.1","2016-10",,,,,,,"7",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"24.4",",,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61.4",",,,N",,,,,,,,,,,,,,,,,,
"US1INBL0009","HARTFORD CITY 0.2 NNW WB9HLA, IN US","40.45552","-85.374312","280.7","2016-10",,,,,,,"10",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"24.1",",,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64.5",",,,N",,,,,,,,,,,,,,,,,,
"US1INJS0060","W9OPR WHEATFIELD 1.4 ENE, IN US","41.1977","-87.0268","203.9","2016-10",,,,,,,"13","3,N","6","3,N",,,,,,,,,,,,,,,,,,,,,"21.1","3,,N,02,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79.3","3,,,N",,,,,,,,,,,,,,,,,,
"US1INJS0045","DE MOTTE 1.2 SSW, IN US","41.1842329","-87.2098597","203.0","2016-10",,,,,,,"13","4,N","7","4,N",,,,,,,,,,,,,,,,,,,,,"28.4","4,,N,01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"99.9","4,,,N",,,,,,,,,,,,,,,,,,
"US1INOW0014","W9HRZ SPENCER 0.2 W, IN US","39.2869","-86.7723","168.9","2016-10",,,,,,,"5","4,N","5","4,N",,,,,,,,,,,,,,,,,,,,,"66.0","4,,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103.1","4,,,N",,,,,,,,,,,,,,,,,,
"US1INGB0013","PRINCETON 1.0 NW, IN US","38.367864","-87.580436","143.9","2016-10",,,,,,,"5",",N","5",",N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,31,+","14.0",",,N,01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"35.2",",,,N","0","4,,,N",,,,,,,,,,,,,,,,
"US1INJS0049","DE MOTTE 4.1 SW, IN US","41.166826","-87.264025","207.3","2016-10",,,,,,,"17","1,N","8","1,N",,,,,,,,,,,,,,,,,,,,,"23.9","1,,N,01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89.3","1,,,N",,,,,,,,,,,,,,,,,,
"USC00127646","RUSHVILLE, IN US","39.6042","-85.4532","289.0","2016-10",,,,,"15.6","1,7","5","1,7","2","1,7","0",",7","0",",7","0","1,7","0","1,7","0","1,7","16","1,7","0","1,7","3.3","1,7,26,+","0",",,7,31,+","0.0",",,7,31,+","43.2","1,,7,20,","28.9","1,7,08,",,,"125.4","7",,,,,,,,,"122.3","1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65.3","1,,,7","0",",,,7","14.8","1,7","21.1","1,,,7","8.5","1,,,7",,,,,,,,,,
"USC00126435","NORTH VERNON 2 ESE, IN US","39.00098","-85.59956","219.2","2016-10",,,"723.8","7","27.4",",7","5",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","23",",7","0",",7","3.9",",7,25,+","0",",,7,31,+","0.0",",,7,31,+","100.6",",,7,20,","28.9",",7,06,",,,"82.9","7",,,,,,,,,"73.7",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106.8",",,,7","0",",,,7","16.8",",7","23.0",",,,7","10.7",",,,7",,,,,,,,,,
"USC00124497","KENDALLVILLE, IN US","41.4499","-85.2272","301.8","2016-10",,,,,,,"13",",7","8",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","28.4",",,7,01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97.0",",,,7","0",",,,7",,,,,,,,,,,,,,,,
"USC00127522","ROCKVILLE, IN US","39.7594","-87.2269","210.0","2016-10",,,"796.9","7","31.2",",7","8",",7","7",",7","0",",7","0",",7","0",",7","0",",7","0",",7","20",",7","0",",7","0.6",",7,22,","0",",,7,31,+","0.0",",,7,31,+","40.6",",,7,20,","30.6",",7,06,",,,"98.9","7",,,,,,,,,"88.9",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91.6",",,,7","0",",,,7","16.5",",7","22.6",",,,7","10.3",",,,7",,,,,,,,,,
"USC00126437","VERNON 1 ENE, IN US","38.9886","-85.5859","228.6","2016-10",,,,,,,"6","2,7","2","2,7","0","2,7","0","2,7",,,,,,,,,,,,,"0","2,,7,31,+","0.0","2,,7,31,+","97.3","2,,7,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121.8","2,,,7","0","2,,,7",,,,,,,,,,,,,,,,
"US1INJK0008","SEYMOUR 0.2 SSW, IN US","38.955811","-85.887568","185.0","2016-10",,,,,,,"7",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"65.0",",,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77.9",",,,N",,,,,,,,,,,,,,,,,,
"US1INBL0011","KA9VIS HARTFORD CITY 0.7 N, IN US","40.4619","-85.3729","282.5","2016-10",,,,,,,"8","5,N","6","5,N",,,,,,,,,,,,,,,,,,,,,"25.9","5,,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62.9","5,,,N",,,,,,,,,,,,,,,,,,
"USC00124260","INDIANAPOLIS WEATHER FORECAST OFFICE, IN US","39.7067","-86.2807","240.8","2016-10",,,"775.4","7","26.1",",7","8",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","17",",7","0",",7","3.3",",7,22,","0",",,7,31,+","0.0",",,7,31,+","28.7",",,7,20,","30.0",",7,06,",,,"111.9","7",,,,,,,,,"99.7",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48.5",",,,7","0",",,,7","16.0",",7","21.4",",,,7","10.5",",,,7",,,,,,,,,,
"US1INWN0018","RICHMOND 4.1 ESE, IN US","39.803889","-84.816667","338.0","2016-10",,,,,,,"6","1,N","5","1,N",,,,,,,,,,,,,,,,,,,,,"36.1","1,,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80.6","1,,,N",,,,,,,,,,,,,,,,,,
"US1INJS0051","DE MOTTE 2.9 SE, IN US","41.175558","-87.15399","207.9","2016-10",,,,,,,"12","5,N","7","5,N",,,,,,,,,,,,,,,,,,,,,"31.0","5,,N,01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"96.4","5,,,N",,,,,,,,,,,,,,,,,,
"US1INOW0002","SPENCER 4.4 E, IN US","39.29467","-86.68782","228.9","2016-10",,,,,,,"8","1,N","5","1,N",,,,,,,,,,,,,,,,,,,,,"62.0","1,,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92.0","1,,,N",,,,,,,,,,,,,,,,,,
"US1INOW0006","GOSPORT 4.0 WSW, IN US","39.32","-86.73","177.1","2016-10",,,,,,,"7",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"71.9",",,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"150.3",",,,N",,,,,,,,,,,,,,,,,,
"USC00125237","MADISON SEWAGE PLANT, IN US","38.7369","-85.3941","140.2","2016-10",,,,,,,"6",",7","4",",7",,,,,,,,,,,,,,,,,,,,,"19.1",",,7,19,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46.0",",,,7",,,,,,,,,,,,,,,,,,
"US1INOW0009","SPENCER 7.0 S, IN US","39.185767","-86.778233","235.9","2016-10",,,,,,,"6",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"65.8",",,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95.3",",,,N",,,,,,,,,,,,,,,,,,
"USC00125117","LOGANSPORT CICOTT ST., IN US","40.7477","-86.3877","182.9","2016-10",,,"624.8","7","15.0",",7","9",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","14",",7","0",",7","2.2",",7,25,","0",",,7,31,+","0.0",",,7,31,+","14.7",",,7,17,","28.9",",7,07,",,,"135.3","7",,,,,,,,,"122.5",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52.9",",,,7","0",",,,7","14.9",",7","20.4",",,,7","9.4",",,,7",,,,,,,,,,
"US1INLG0006","LAGRANGE 9.4 ESE, IN US","41.603425","-85.243576","293.8","2016-10",,,,,,,"12","2,N","6","2,N",,,,,,,,,,,,,,,,,,,,,"23.4","2,,N,17,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104.3",",a,,N",,,,,,,,,,,,,,,,,,
"US1INLG0005","LAGRANGE 1.3 ENE, IN US","41.6527","-85.3963","288.0","2016-10",,,,,,,"8","4,N","7","4,N",,,,,,,,,,,,,,,,,,,,,"24.9","4,,N,17,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94.6","4,,,N",,,,,,,,,,,,,,,,,,
"US1INDV0001","WASHINGTON 1.5 NW, IN US","38.67543","-87.18996","145.1","2016-10",,,,,,,"5",",N","4",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","12.4",",,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30.2",",,,N","0",",,,N",,,,,,,,,,,,,,,,
"US1INPM0013","GREENCASTLE 1.7 NE, IN US","39.660561","-86.820686","239.9","2016-10",,,,,,,"9",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"55.9",",,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98.4",",,,N",,,,,,,,,,,,,,,,,,
"US1INPM0012","REELSVILLE 2.6 SSW, IN US","39.52436667","-86.99023333","221.3","2016-10",,,,,,,"8",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"31.5",",,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82.3",",,,N",,,,,,,,,,,,,,,,,,
"US1INPM0011","GREENCASTLE 3.6 ESE, IN US","39.622102","-86.779007","240.5","2016-10",,,,,,,"5","2,N","4","2,N",,,,,,,,,,,,,,,,,,,,,"45.2","2,,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82.6",",a,,N",,,,,,,,,,,,,,,,,,
"US1INDV0017","WASHINGTON 3.3 SE, IN US","38.620518","-87.135882","149.0","2016-10",,,,,,,"6","2,N","3","2,N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","8.9","2,,N,21,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.4","2,,,N","0","2,,,N",,,,,,,,,,,,,,,,
"USC00122096","DECATUR 1 N, IN US","40.8483","-84.9299","239.3","2016-10",,,"560.0","7","15.6",",7","9",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","14",",7","0",",7","1.7",",7,26,+","0",",,7,31,+","0.0",",,7,31,+","23.1",",,7,21,","29.4",",7,07,",,,"155.3","7",,,,,,,,,"139.5",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75.7",",,,7","0",",,,7","14.3",",7","19.9",",,,7","8.7",",,,7",,,,,,,,,,
"US1INDV0018","ODON 4.0 N, IN US","38.900326","-86.979264","160.3","2016-10",,,,,,,"3",",N","2",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,31,+","80.8",",,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95.2",",,,N","0","3,,,N",,,,,,,,,,,,,,,,
"USC00129724","WOODBURN 3 N, IN US","41.1645","-84.8482","216.4","2016-10",,,,,"12.0",",7","8",",7","8",",7","0",",7","0",",7","0",",7","0",",7","0",",7","13",",7","0",",7","1.1",",7,26,+","0",",,7,31,+","0.0",",,7,31,+","21.1",",,7,01,","29.4",",7,08,",,,,,,,,,,,,,"151.2",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84.1",",,,7","0",",,,7","13.8",",7","19.4",",,,7","8.3",",,,7",,,,,,,,,,
"US1INRP0006","BATESVILLE 0.4 SSW, IN US","39.29277778","-85.22083333","297.5","2016-10",,,,,,,"9","3,N","2","3,N",,,,,,,,,,,,,,,,,,,,,"28.7","3,,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.2","3,,,N",,,,,,,,,,,,,,,,,,
"US1INRP0004","OSGOOD 4.1 NE, IN US","39.16916","-85.23612","290.2","2016-10",,,,,,,"9",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"39.9",",,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"63.9",",,,N",,,,,,,,,,,,,,,,,,
"USC00129605","WILLIAMS 3 SW, IN US","38.7669","-86.6846","166.7","2016-10",,,,,,,"7",",7","5",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","25.1",",,7,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49.6",",,,7","0",",,,7",,,,,,,,,,,,,,,,
"US1INFL0003","ROCHESTER 2.4 NW, IN US","41.085157","-86.229331","232.9","2016-10",,,,,,,"10","2,N","7","2,N",,,"0","2,N",,,,,,,,,,,,,,,"0.0","2,,N,31,+","11.7","2,,N,01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68.2",",a,,N","0","2,,,N",,,,,,,,,,,,,,,,
"US1INSH0004","SHELBYVILLE 7.1 WSW, IN US","39.4944","-85.9041","226.5","2016-10",,,,,,,"3","5,N","0","5,N",,,,,,,,,,,,,,,,,,,,,"1.8","5,,N,27,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49.8","3,a,,N",,,,,,,,,,,,,,,,,,
"US1INHW0020","KC9DHF KOKOMO 4.4 E, IN US","40.4666","-86.0508","254.8","2016-10",,,,,,,"5","1,N","5","1,N",,,,,,,,,,,,,,,,,,,,,"19.3","1,,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64.6","1,,,N",,,,,,,,,,,,,,,,,,
"USC00126580","OOLITIC PURDUE EX FRM, IN US","38.88855","-86.55169","197.8","2016-10",,,"666.9","7","23.1",",7","4",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","20",",7","0",",7","3.3",",7,23,","0",",,7,31,+","0.0",",,7,31,+","68.3",",,7,20,","29.4",",7,07,",,,"111.0","7","20.6",",,,7,5,2",,,,,,,"97.9",",7","20.6",",,,7,5,2",,,,,,,"13.9",",,,7,5,2",,,,,,,"14.4",",,,7,5,2",,,,,,,"16.9",",,,7,5,2",,,,,,,,,"17.8",",,,7,5,2",,,,,,,,,"91.6",",,,7","0",",,,7","15.9",",7","22.5",",,,7","9.4",",,,7",,,,,,,,,,
"US1INJS0073","WHEATFIELD 4.1 WSW, IN US","41.175333","-87.128839","209.1","2016-10",,,,,,,"11",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"19.8",",,N,01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77.2",",,,N",,,,,,,,,,,,,,,,,,
"USC00126864","PERU, IN US","40.7646","-86.074","201.2","2016-10",,,,,,,"8",",7","7",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","21.3",",,7,02,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70.6",",,,7","0",",,,7",,,,,,,,,,,,,,,,
"US1INWH0018","MONTICELLO 1.0 NNE, IN US","40.7605835795403","-86.7598995566368","205.4","2016-10",,,,,,,"10",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"14.2",",,N,16,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49.4",",,,N",,,,,,,,,,,,,,,,,,
"US1INCK0018","JEFFERSONVILLE 0.8 NW, IN US","38.309792","-85.73601","147.8","2016-10",,,,,,,"5",",N","1",",N",,,,,,,,,,,,,,,,,,,,,"25.4",",,N,21,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.8",",,,N",,,,,,,,,,,,,,,,,,
"USC00126989","PLYMOUTH, IN US","41.3392","-86.3358","248.4","2016-10",,,"526.4","7","12.5",",7","9",",7","7",",7","0",",7","0",",7","0",",7","2",",7","0",",7","13",",7","0",",7","0.0",",7,26,+","0",",,7,31,+","0.0",",,7,31,+","22.9",",,7,27,","27.8",",7,08,+",,,"183.4","7",,,,,,,,,"159.7",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85.9",",,,7","0",",,,7","13.6",",7","19.1",",,,7","8.0",",,,7",,,,,,,,,,
