"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USC00124244","INDIANA DUNES NATIONAL PARK, IN US","41.63178","-87.08803","208.2","2016-06",,,"138.9","7","99.0",",7","7",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","26",",7","0",",7","7.8",",7,08,","0",",,7,30,+","0.0",",,7,30,+","19.6",",,7,10,","31.7",",7,26,+",,,"3024.3","7",,,,,,,,,"17.4",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65.1",",,,7","0",",,,7","21.1",",7","25.4",",,,7","16.7",",,,7",,,,,,,,,,
"USC00124244","INDIANA DUNES NATIONAL PARK, IN US","41.63178","-87.08803","208.2","2016-07",,,"300.6","7","161.7",",7","9",",7","7",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","5",",7","11.1",",7,02,","0",",,7,31,+","0.0",",,7,31,+","32.5",",,7,22,","32.2",",7,25,+",,,"3.1","7",,,,,,,,,"3.1",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111.4",",,,7","0",",,,7","23.4",",7","28.5",",,,7","18.4",",,,7",,,,,,,,,,
"USC00124244","INDIANA DUNES NATIONAL PARK, IN US","41.63178","-87.08803","208.2","2016-08",,,"466.8","7","166.2",",7","10",",7","10",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","2",",7","12.2",",7,22,","0",",,7,31,+","0.0",",,7,31,+","52.6",",,7,16,","33.3",",7,12,",,,"3.9","7",,,,,,,,,"0.8",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"232.7",",,,7","0",",,,7","23.7",",7","28.0",",,,7","19.3",",,,7",,,,,,,,,,
"USC00124244","INDIANA DUNES NATIONAL PARK, IN US","41.63178","-87.08803","208.2","2016-09",,,"563.7","7","96.9",",7","9",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","1",",7","10.6",",7,28,+","0",",,7,30,+","0.0",",,7,30,+","30.5",",,7,10,","32.8",",7,05,",,,"14.5","7",,,,,,,,,"10.6",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62.2",",,,7","0",",,,7","21.2",",7","25.9",",,,7","16.6",",,,7",,,,,,,,,,
"US1INGB0009","FRANCISCO 0.1 SE, IN US","38.332965","-87.447337","139.3","2016-04",,,,,,,"10",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"37.8",",,N,27,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"149.1",",,,N",,,,,,,,,,,,,,,,,,
"US1INGB0009","FRANCISCO 0.1 SE, IN US","38.332965","-87.447337","139.3","2016-05",,,,,,,"16",",N","13",",N",,,,,,,,,,,,,,,,,,,,,"52.3",",,N,12,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"166.9",",,,N",,,,,,,,,,,,,,,,,,
"US1INGB0009","FRANCISCO 0.1 SE, IN US","38.332965","-87.447337","139.3","2016-06",,,,,,,"7",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"47.0",",,N,15,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"82.9",",,,N",,,,,,,,,,,,,,,,,,
"US1INGB0009","FRANCISCO 0.1 SE, IN US","38.332965","-87.447337","139.3","2016-07",,,,,,,"16",",N","10",",N",,,,,,,,,,,,,,,,,,,,,"72.6",",,N,04,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"156.7",",,,N",,,,,,,,,,,,,,,,,,
"US1INGB0009","FRANCISCO 0.1 SE, IN US","38.332965","-87.447337","139.3","2016-08",,,,,,,"11",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"45.0",",,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83.5",",,,N",,,,,,,,,,,,,,,,,,
"US1INGB0009","FRANCISCO 0.1 SE, IN US","38.332965","-87.447337","139.3","2016-09",,,,,,,"4","4,N","4","4,N",,,,,,,,,,,,,,,,,,,,,"12.2","4,,N,10,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31.1","4,,,N",,,,,,,,,,,,,,,,,,
"USC00125337","MARION 2 N, IN US","40.58","-85.6586","240.8","2016-04",,,,,,,"14",",7","7",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",T,7,10,+","0.0",",T,7,10,+","15.5",",,7,07,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71.7",",,,7","0",",T,,7",,,,,,,,,,,,,,,,
"USC00125337","MARION 2 N, IN US","40.58","-85.6586","240.8","2016-05",,,,,,,"14",",7","8",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","17.0",",,7,01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74.5",",,,7","0",",,,7",,,,,,,,,,,,,,,,
"USC00125337","MARION 2 N, IN US","40.58","-85.6586","240.8","2016-06",,,,,"104.9",",7","11",",7","7",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","3",",7","8.3",",7,09,+","0",",,7,30,+","0.0",",,7,30,+","34.8",",,7,10,","33.3",",7,12,",,,,,,,,,,,,,"8.9",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"107.4",",,,7","0",",,,7","21.5",",7","28.0",",,,7","15.0",",,,7",,,,,,,,,,
"USC00125337","MARION 2 N, IN US","40.58","-85.6586","240.8","2016-07",,,,,"136.1","1,7","9","2,7","2","2,7","0","1,7","0","1,7","0","1,7","0","1,7","0","1,7","28","1,7","3","1,7","9.4","1,7,02,","0","1,,7,31,+","0.0","1,,7,31,+","22.9","2,,7,18,","33.3","1,7,25,",,,"5.0","7",,,,,,,,,"5.0","1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"43.3",",a,,7","0","1,,,7","22.7","1,7","28.6","1,,,7","16.8","1,,,7",,,,,,,,,,
"USC00125337","MARION 2 N, IN US","40.58","-85.6586","240.8","2016-08",,,,,"152.8","4,7","13",",7","9",",7","0",",7","0",",7","0","4,7","0","4,7","0",",7","31",",7","5",",7","11.1","4,7,22,","0",",,7,31,+","0.0",",,7,31,+","67.1",",,7,25,","33.3",",7,05,",,,"5.0","7",,,,,,,,,"0.0",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"187.3",",,,7","0",",,,7","24.0","4,7","29.2",",,,7","18.7","4,,,7",,,,,,,,,,
"USC00125337","MARION 2 N, IN US","40.58","-85.6586","240.8","2016-09",,,,,"72.9",",7","9",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","1",",7","10.0",",7,28,","0",",,7,30,+","0.0",",,7,30,+","26.2",",,7,17,","32.2",",7,08,",,,"17.8","7",,,,,,,,,"12.8",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65.4",",,,7","0",",,,7","20.3",",7","26.5",",,,7","14.2",",,,7",,,,,,,,,,
"USC00127999","SHELBYVILLE SEWAGE PLANT, IN US","39.5282","-85.7914","229.2","2016-04",,,"2.8","7","2.8","1,7","11",",7","9",",7","0",",7","0",",7","0",",7","7",",7","0","1,7","11","1,7","0","1,7","-3.3",",7,06,","0",",T,7,10,","0.0",",T,7,10,","23.9",",,7,11,","27.8","1,7,19,",,,"2535.5","7",,,,,,,,,"200.6","1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120.4",",,,7","0",",T,,7","11.4","1,7","18.3","1,,,7","4.5",",,,7",,,,,,,,,,
"USC00127999","SHELBYVILLE SEWAGE PLANT, IN US","39.5282","-85.7914","229.2","2016-05",,,"35.0","7","32.2",",7","16",",7","11",",7","0",",7","0",",7","0",",7","0",",7","0",",7","17",",7","0",",7","1.7",",7,16,","0",",,7,31,+","0.0",",,7,31,+","11.4",",,7,01,","30.0",",7,31,+",,,"2649.5","7",,,,,,,,,"114.0",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"77.8",",,,7","0",",,,7","15.7",",7","21.4",",,,7","10.0",",,,7",,,,,,,,,,
"USC00127999","SHELBYVILLE SEWAGE PLANT, IN US","39.5282","-85.7914","229.2","2016-06",,,"169.8","7","134.8",",7","11",",7","7",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","6",",7","10.0",",7,09,","0",",,7,30,+","0.0",",,7,30,+","30.2",",,7,15,","33.3",",7,13,",,,"2652.3","7",,,,,,,,,"2.8",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111.8",",,,7","0",",,,7","22.7",",7","29.1",",,,7","16.4",",,,7",,,,,,,,,,
"USC00127999","SHELBYVILLE SEWAGE PLANT, IN US","39.5282","-85.7914","229.2","2016-07",,,"321.7","7","151.9",",7","14",",7","11",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","1",",7","10.0",",7,03,+","0",",,7,31,+","0.0",",,7,31,+","28.4",",,7,18,","32.8",",7,25,",,,"2.8","7",,,,,,,,,"2.8",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"163.0",",,,7","0",",,,7","23.1",",7","28.3",",,,7","18.0",",,,7",,,,,,,,,,
