"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"US1INSH0004","SHELBYVILLE 7.1 WSW, IN US","39.4944","-85.9041","226.5","2013-10",,,,,,,"9","2,N","7","2,N",,,,,,,,,,,,,,,,,,,,,"31.8","2,,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73.5","2,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INSH0009","FAIRLAND 0.5 ENE, IN US","39.603655","-85.854013","243.8","2013-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"71.0","2,a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INHW0021","KC9IYD KOKOMO 4.0 WNW, IN US","40.4904","-86.207","248.1","2013-10",,,,,,,"13","2,N","5","2,N",,,,,,,,,,,,,,,,,,,,,"33.3","2,,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81.4","2,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INDV0012","PLAINVILLE 1.3 S, IN US","38.785","-87.1553","168.2","2013-10",,,,,,,"14","3,N","7","3,N",,,,,,,,,,,,,,,,,,,,,"90.2","3,,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"140.0","3,,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00126580","OOLITIC PURDUE EX FRM, IN US","38.88855","-86.55169","197.8","2013-10",,,"513.1","7","16.9",",7","11",",7","7",",7","0",",7","0",",7","0",",7","7",",7","0",",7","13",",7","0",",7","-2.8",",7,26,","0",",,7,31,+","0.0",",,7,31,+","71.9",",,7,06,","28.9",",7,05,",,,"234.4","7","21.1",",,,7,5,2",,,,,,,"197.0",",7","21.7",",,,7,5,2",,,,,,,"8.9",",,,7,5,2",,,,,,,"9.4",",,,7,5,2",,,,,,,"14.6",",,,7,5,2",,,,,,,,,"15.6",",,,7,5,2",,,,,,,,,"112.4",",,,7",,,"0",",,,7","12.5",",7","18.9",",,,7","6.2",",,,7",,,,,,,,,,,,
"USC00126864","PERU, IN US","40.7646","-86.074","201.2","2013-10",,,,,,,"10",",7","5",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","28.7",",,7,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61.9",",,,7",,,"0",",,,7",,,,,,,,,,,,,,,,,,
"US1INWH0018","MONTICELLO 1.0 NNE, IN US","40.7605835795403","-86.7598995566368","205.4","2013-10",,,,,,,"7","4,N","3","4,N",,,,,,,,,,,,,,,,,,,,,"13.5","4,,N,04,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68.4",",a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INCK0018","JEFFERSONVILLE 0.8 NW, IN US","38.309792","-85.73601","147.8","2013-10",,,,,,,"14",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"127.0",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"195.4",",,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00126989","PLYMOUTH, IN US","41.3392","-86.3358","248.4","2013-10",,,,,"13.1",",7","10",",7","5",",7","0",",7","0",",7","0",",7","8",",7","0",",7","11",",7","0",",7","-1.7",",7,29,+","0",",,7,31,+","0.0",",,7,31,+","26.7",",,7,06,","28.3",",7,03,",,,"315.2","7",,,,,,,,,"233.1",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75.0",",,,7",,,"0",",,,7","11.2",",7","17.4",",,,7","5.1",",,,7",,,,,,,,,,,,
"USC00125535","MEDARYVILLE, IN US","41.1588","-86.9013","211.8","2013-10",,,,,,,"10",",7","6",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","30.2",",,7,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79.0",",,,7",,,"0",",,,7",,,,,,,,,,,,,,,,,,
"US1INNB0011","ALBION 3.7 S, IN US","41.341605","-85.415637","285.3","2013-10",,,,,,,"16",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"16.5",",,N,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"66.8",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INPT0018","HEBRON 3.7 NE, IN US","41.367069","-87.162253","223.1","2013-10",,,,,,,"14","1,N","6","1,N",,,,,,,,,,,,,,,,,,,,,"49.8","1,,N,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111.1","1,,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00127959","SHAKAMAK STATE PARK, IN US","39.1613","-87.2436","167.3","2013-10",,,,,"14.8","1,7","14",",7","7",",7","0",",7","0",",7","0","1,7","7","1,7","0",",7","12",",7","0",",7","-3.3","1,7,26,+","0",",,7,31,+","0.0",",,7,31,+","70.6",",,7,06,","27.8",",7,05,+",,,"221.3","7",,,,,,,,,"185.3",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"128.5",",,,7",,,"0",",,,7","12.6","1,7","18.2",",,,7","6.9","1,,,7",,,,,,,,,,,,
"US1INGR0025","N9FPC FAIRMOUNT 0.5 NE, IN US","40.4225","-85.6417","267.0","2013-10",,,,,,,"12","5,N","6","5,N",,,,,,,,,,,,,,,,,,,,,"24.1","5,,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59.0","5,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INGR0026","KB9CRA GAS CITY 0.3 N, IN US","40.4941","-85.6065","259.7","2013-10",,,,,,,"9","5,N","5","5,N",,,,,,,,,,,,,,,,,,,,,"21.3","5,,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52.8","5,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INMR0102","INDIANAPOLIS 8.2 SSW, IN US","39.6678659","-86.210298","203.9","2013-10",,,,,,,"14","3,N","8","3,N",,,,,,,,,,,,,,,,,,,,,"47.0","3,,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95.4","3,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INHW0010","KOKOMO 6.8 W, IN US","40.489282","-86.261137","243.8","2013-10",,,,,,,"11",",N","9",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","60.5",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108.1",",,,N",,,"0",",,,N",,,,,,,,,,,,,,,,,,
"US1INHW0016","KOKOMO 7.2 WNW, IN US","40.51853314","-86.25774186","247.2","2013-10",,,,,,,"9","5,N","7","5,N",,,,,,,,,,,,,,,,,,,,,"49.3","5,,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"97.6",",a,,N",,,,,,,,,,,,,,,,,,,,,,
"USW00063898","BEDFORD 5 WNW, IN US","38.8882","-86.5707","231.6","2013-10",,,"539.5","R","16.7",",R","11",",R","8",",R",,,,,"0",",R","5",",R","0",",R","10",",R","0",",R","-2.2",",R,25,",,,,,"62.5",",,R,06,","28.2",",R,04,",,,"209.5","R",,,,,,,,,"182.1",",R",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146.1",",,,R",,,,,"13.0",",R","18.3",",,,R","7.7",",,,R",,,,,,,,,,,,
"US1INHW0018","K9VEZ INDIAN HEIGHTS 3.6 W, IN US","40.4326","-86.1844","255.7","2013-10",,,,,,,"11","2,N","7","2,N",,,,,,,,,,,,,,,,,,,,,"24.1","2,,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68.1","2,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INSN0005","HAMILTON 1.7 E, IN US","41.532404","-84.885299","277.1","2013-10",,,,,,,"10","1,N","5","1,N",,,,,,,,,,,,,,,,,,,,,"17.0","1,,N,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52.9","1,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INCK0023","JEFFERSONVILLE 0.4 SE, IN US","38.297265","-85.71975","142.0","2013-10",,,,,,,"14",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"118.4",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"164.2",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INSN0007","ANGOLA 8.7 ESE, IN US","41.607934","-84.837635","301.1","2013-10",,,,,,,"15",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"24.4",",,N,05,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80.2",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INSN0009","ANGOLA 4.1 N, IN US","41.701001","-84.986686","328.0","2013-10",,,,,,,"13",",N","7",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",T,N,24,","18.8",",,N,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65.0",",,,N",,,"0",",T,,N",,,,,,,,,,,,,,,,,,
"USC00121187","BUTLER 1 SE, IN US","41.4083","-84.8536","259.1","2013-10",,,,,,,"9",",7","8",",7",,,,,,,,,,,,,,,,,,,,,"19.1",",,7,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76.1",",,,7",,,,,,,,,,,,,,,,,,,,,,
"US1INNB0023","COLUMBIA CITY 8.4 N, IN US","41.280030165316","-85.472929477672","280.4","2013-10",,,,,,,"11",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"24.1",",,N,05,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68.7",",,,N",,,,,,,,,,,,,,,,,,,,,,
"USW00053866","SHELBYVILLE MUNICIPAL AIRPORT, IN US","39.58545","-85.79982","244.4","2013-10","3.1",",W","639.1","W","18.9","1,W","14",",W","8",",W","0",",W","0","1,W","0","1,W","6","1,W","0","1,W","12","1,W","0","1,W","-2.1","1,W,25,","0",",,W,31,+","0.0","1,,W,31,+","34.0",",,W,06,","29.4","1,W,04,",,,"197.4","W",,,,,,,,,"174.0","1,W",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108.7",",,,W",,,"0","1,,,W","13.2","1,W","19.3","1,,,W","7.1","1,,,W",,,"280","1,W","280","3,W",,,"14.3","1,W","17.9","3,W"
"US1INHN0011","MCCORDSVILLE 2.6 NE, IN US","39.937","-85.9","259.1","2013-10",,,,,,,"12",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"65.0",",,N,05,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"157.8",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INPT0128","VALPARAISO 1.0 NE, IN US","41.4868748","-87.0363092","249.6","2013-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"104.2","3,a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INHN0012","GREENFIELD 0.4 SW, IN US","39.7879","-85.7752","274.9","2013-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101.6","4,a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INSN0002","HUDSON 4.1 NNW, IN US","41.591868","-85.101163","321.9","2013-10",,,,,,,"13","5,N","8","5,N",,,,,,,,,,,,,,,,,,,,,"44.2","5,,N,05,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95.6","5,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INSN0003","HUDSON 4.6 N, IN US","41.5997","-85.089524","301.1","2013-10",,,,,,,"13",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"34.0",",,N,05,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"92.7",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INPT0126","HEBRON 0.6 NE, IN US","41.3276","-87.193487","213.1","2013-10",,,,,,,"10","4,N","5","4,N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,T,N,24,","62.5","4,,N,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146.9",",a,,N",,,"0","4,T,,N",,,,,,,,,,,,,,,,,,
"USC00129905","YOUNG AMERICA, IN US","40.5615","-86.3424","235.6","2013-10",,,"422.9","7","17.2","3,7","3","3,7","3","3,7",,,,,"0","3,7","7","3,7","0","3,7","11","3,7","0","3,7","-3.3","3,7,26,+",,,,,"32.5","3,,7,06,","29.4","3,7,05,",,,"270.2","7",,,,,,,,,"194.3","3,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53.6","3,,,7",,,,,"12.0","3,7","18.1","3,,,7","5.9","3,,,7",,,,,,,,,,,,
"US1INMM0004","DENVER 1.3 NE, IN US","40.875466","-86.056113","233.2","2013-10",,,,,,,"12","2,N","6","2,N",,,,,,,,,,,,,,,,,,,,,"28.7","2,,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"68.0","2,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INGR0012","MARION 5.6 NE, IN US","40.60385","-85.589309","267.0","2013-10",,,,,,,"13",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"15.2",",,N,07,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"64.1",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INHN0003","NEW PALESTINE 1.4 S, IN US","39.70061","-85.895044","246.0","2013-10",,,,,,,"16","3,N","9","3,N",,,,,,,,,,,,,,,,,,,,,"45.7","3,,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"111.6","3,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INPT0012","VALPARAISO 4.3 SW, IN US","41.434538","-87.112379","235.9","2013-10",,,,,,,"11",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"45.5",",,N,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"94.8",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INGR0011","GAS CITY 0.9 SW, IN US","40.479301","-85.618888","255.4","2013-10",,,,,,,"10",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"21.1",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61.2",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INCY0004","JASONVILLE 4.0 ENE, IN US","39.17632","-87.144557","167.6","2013-10",,,,,,,"11",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"50.8",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106.7",",,,N",,,,,,,,,,,,,,,,,,,,,,
"USR0000IHAR","HARDIN RIDGE INDIANA, IN US","39.0","-86.4228","228.6","2013-10",,,"659.7","U","19.0",",U",,,,,,,,,"0",",U","3",",U","0",",U","12",",U","0",",U","-1.7",",U,25,",,,,,,,"28.3",",U,04,",,,"191.4","U",,,,,,,,,"168.0",",U",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.5",",U","19.1",",,,U","7.9",",,,U",,,,,,,,,,,,
"US1INHW0003","KOKOMO 4.6 ESE, IN US","40.452784","-86.050761","257.9","2013-10",,,,,,,"11","4,N","6","4,N",,,,,,,,,,,,,,,,,,,,,"14.2","4,,N,07,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80.6",",a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INGR0018","UPLAND 2.4 SSE, IN US","40.430175","-85.496869","279.2","2013-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53.5","5,a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INHW0005","KOKOMO 4.3 SW, IN US","40.438315","-86.197831","255.1","2013-10",,,,,,,"15",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"29.0",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"80.8",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INGR0019","MARION 1.8 N, IN US","40.57465","-85.665281","259.1","2013-10",,,,,,,"10","1,N","6","1,N",,,,,,,,,,,,,,,,,,,,,"17.8","1,,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60.6","1,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INWH0002","BURNETTSVILLE 9.9 NNW, IN US","40.897723","-86.652514","213.1","2013-10",,,,,,,"12",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"25.4",",,N,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70.5",",,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00122041","DANVILLE 3 SW, IN US","39.7344","-86.5361","291.4","2013-10",,,,,,,"13",",7","10",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","41.1",",,7,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"95.9",",,,7",,,"0",",,,7",,,,,,,,,,,,,,,,,,
"US1INDB0001","HUNTINGBURG 0.4 SSW, IN US","38.29294","-86.9611","153.3","2013-10",,,,,,,"13",",N","7",",N","0","4,N","0","1,N",,,,,,,,,,,,,"0","4,,N,31,+","0.0","1,,N,31,+","85.3",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"149.7",",,,N",,,"0","1,,,N",,,,,,,,,,,,,,,,,,
"US1INLW0024","WILLIAMS 1.9 N, IN US","38.8312833","-86.6426667","224.6","2013-10",,,,,,,"12","4,N","6","4,N",,,,,,,,,,,,,,,,,,,,,"8.1","4,,N,30,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"37.5","4,,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00126400","NORTHERN INDIANA WEATHER FORECAST OFFICE, IN US","41.3588","-85.6997","289.9","2013-10",,,,,"13.0",",7","11",",7","7",",7","0",",7","0",",7","0",",7","6",",7","0",",7","10",",7","0",",7","-1.7",",7,25,","0",",,7,31,+","0.0",",T,7,25,+","31.2",",,7,31,","28.3",",7,02,",,,"293.5","7",,,,,,,,,"216.7",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84.5",",,,7",,,"0",",T,,7","11.8",",7","17.2",",,,7","6.3",",,,7",,,,,,,,,,,,
"USC00126401","NORTH JUDSON 3 S, IN US","41.1734","-86.7571","213.4","2013-10",,,,,,,"9",",7","6",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",,7,31,+","25.7",",,7,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61.3",",,,7",,,"0",",,,7",,,,,,,,,,,,,,,,,,
"US1INLW0022","KB9LGS OOLITIC 2.2 N, IN US","38.9232","-86.5339","187.8","2013-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121.8","4,a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INFR0005","BROOKVILLE 0.90 WNW, IN US","39.42787","-85.023731",,"2013-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"149.0","1,a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INDB0006","JASPER 5.7 ESE, IN US","38.364437","-86.845345","170.1","2013-10",,,,,,,"7","2,N","6","2,N",,,,,,,,,,,,,,,,,,,,,"85.9","2,,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"138.5","2,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INFD0022","GALENA 3.0 SE, IN US","38.32283333","-85.89583333","253.3","2013-10",,,,,,,"13","2,N","7","2,N",,,,,,,,,,,,,,,,,,,,,"121.2","2,,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"218.9","2,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INFD0023","FLOYDS KNOBS 1.7 NW, IN US","38.343234","-85.895055","276.1","2013-10",,,,,,,"17",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"108.7",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"185.2",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INDB0004","HUNTINGBURG 6.2 WSW, IN US","38.2797","-87.0709","162.2","2013-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146.4","1,a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INMR0013","SPEEDWAY 6.2 SSW, IN US","39.706689","-86.28095","243.2","2013-10",,,,,,,"12",",N","8",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,T,N,25,+","41.1",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89.9",",,,N",,,"0","3,T,,N",,,,,,,,,,,,,,,,,,
"US1INPT0117","VALPARAISO 5.5 SSW, IN US","41.4078612","-87.1043981","225.2","2013-10",,,,,,,"13",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"46.0",",,N,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103.4",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INPT0003","VALPARAISO 2.0 WSW, IN US","41.46741","-87.08746","220.1","2013-10",,,,,,,"12",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"49.0",",,N,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"106.7",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INMR0124","INDIANAPOLIS 11.3 ESE, IN US","39.718261","-85.956498","246.6","2013-10",,,,,,,"16",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"39.6",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90.1",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INTN0007","ATLANTA 4.1 ENE, IN US","40.232863","-85.952635","262.1","2013-10",,,,,,,"14","1,N","5","1,N",,,,,,,,,,,,,,,,,,,,,"44.5","1,,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78.7","1,,,N",,,,,,,,,,,,,,,,,,,,,,
