"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HN04","HN04_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","HX04","HX04_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LN04","LN04_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","LX04","LX04_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MN04","MN04_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MX04","MX04_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"USC00127999","SHELBYVILLE SEWAGE PLANT, IN US","39.5282","-85.7914","229.2","2013-10",,,"533.0","7","15.0",",7","13",",7","9",",7","0","1,7","0",",7","0",",7","7",",7","0",",7","13",",7","0",",7","-2.8",",7,26,+","0","1,,7,31,+","0.0",",,7,31,+","40.1",",,7,06,","27.8",",7,05,",,,"235.7","7",,,,,,,,,"202.0",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85.8",",,,7",,,"0",",,,7","12.3",",7","18.4",",,,7","6.3",",,,7",,,,,,,,,,,,
"US1INGB0008","HAZLETON 2.5 S, IN US","38.45263","-87.5336","145.4","2013-10",,,,,,,"14",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"116.3",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"163.4",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INBL0007","HARTFORD CITY 4.8 NW, IN US","40.5069","-85.4275","270.1","2013-10",,,,,,,"14",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"19.8",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"59.1",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INBL0009","HARTFORD CITY 0.2 NNW WB9HLA, IN US","40.45552","-85.374312","280.7","2013-10",,,,,,,"10","3,N","6","3,N",,,,,,,,,,,,,,,,,,,,,"13.0","3,,N,23,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"74.7",",a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INJS0060","W9OPR WHEATFIELD 1.4 ENE, IN US","41.1977","-87.0268","203.9","2013-10",,,,,,,"9","1,N","5","1,N",,,,,,,,,,,,,,,,,,,,,"38.6","1,,N,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"72.7","1,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INJS0045","DE MOTTE 1.2 SSW, IN US","41.1842329","-87.2098597","203.0","2013-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"121.8","2,a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INOW0014","W9HRZ SPENCER 0.2 W, IN US","39.2869","-86.7723","168.9","2013-10",,,,,,,"10","5,N","6","5,N",,,,,,,,,,,,,,,,,,,,,"39.6","5,,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83.3","5,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INGB0013","PRINCETON 1.0 NW, IN US","38.367864","-87.580436","143.9","2013-10",,,,,,,"7",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"106.2",",,N,08,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"129.4",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INOW0013","WD9BKA SPENCER 6.4 SW, IN US","39.2311","-86.8655","214.0","2013-10",,,,,,,"9","4,N","5","4,N",,,,,,,,,,,,,,,,,,,,,"39.4","4,,N,05,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"116.1","4,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INGB0014","FORT BRANCH 5.9 E, IN US","38.2528489083052","-87.4660360068083","136.9","2013-10",,,,,,,"12","3,N","5","3,N",,,,,,,,,,,,,,,,,,,,,"79.8","3,,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146.9",",a,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00124372","JASPER, IN US","38.3856","-86.9406","137.2","2013-10",,,,,,,"19",",7","10",",7",,,,,,,,,,,,,,,,,,,,,"59.4",",,7,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"158.3",",,,7",,,,,,,,,,,,,,,,,,,,,,
"US1INJS0049","DE MOTTE 4.1 SW, IN US","41.166826","-87.264025","207.3","2013-10",,,,,,,"10","2,N","6","2,N",,,,,,,,,,,,,,,,,,,,,"49.8","2,,N,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100.3",",a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INWN0011","LOSANTVILLE 2.8 SE, IN US","39.9941768","-85.1448132","331.0","2013-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"140.9","1,a,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00127646","RUSHVILLE, IN US","39.6042","-85.4532","289.0","2013-10",,,"456.2","7","14.4","1,7","13",",7","10",",7","0","1,7","0","1,7","0","1,7","7","1,7","0",",7","11",",7","0",",7","-2.8","1,7,26,","0","1,,7,31,+","0.0","1,,7,31,+","43.7",",,7,06,","27.2",",7,05,",,,"245.7","7",,,,,,,,,"195.1",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98.8",",,,7",,,"0","1,,,7","12.3","1,7","18.1",",,,7","6.4","1,,,7",,,,,,,,,,,,
"USC00126435","NORTH VERNON 2 ESE, IN US","39.00098","-85.59956","219.2","2013-10",,,"593.9","7","18.1",",7","11",",7","7",",7",,,,,"0",",7","5",",7","0",",7","13",",7","0",",7","-5.0",",7,25,",,,,,"64.3",",,7,06,","27.8",",7,05,+",,,"193.9","7",,,,,,,,,"171.1",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"100.2",",,,7",,,,,"13.4",",7","19.7",",,,7","7.1",",,,7",,,,,,,,,,,,
"US1INJS0047","REMINGTON 0.3 N, IN US","40.766648","-87.151963","223.7","2013-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"53.8","2,a,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00124497","KENDALLVILLE, IN US","41.4499","-85.2272","301.8","2013-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"56.3",",a,,7",,,,,,,,,,,,,,,,,,,,,,
"US1INSH0020","KB9RBB FAIRLAND 0.9 SSW, IN US","39.5869","-85.8661","236.2","2013-10",,,,,,,"8","3,N","7","3,N",,,,,,,,,,,,,,,,,,,,,"38.1","3,,N,07,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61.8","3,,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00126437","VERNON 1 ENE, IN US","38.9886","-85.5859","228.6","2013-10",,,,,,,"15",",7","6",",7","0",",7","0",",7",,,,,,,,,,,,,"0",",,7,31,+","0.0",",T,7,25,","64.8",",,7,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"108.6",",,,7",,,"0",",T,,7",,,,,,,,,,,,,,,,,,
"US1INGB0016","PRINCETON 2.8 WSW, IN US","38.3333168","-87.6125565","141.4","2013-10",,,,,,,"13","2,N","4","2,N",,,,,,,,,,,,,,,,,,,,,"107.4","2,,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"134.2","2,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INLG0011","LAGRANGE 9.9 E, IN US","41.648611","-85.230556","289.3","2013-10",,,,,,,"15","1,N","4","1,N",,,,,,,,,,,,,,,,,,,,,"24.1","1,,N,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57.5","1,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INWN0016","KB9MYL RICHMOND 4.9 NNW, IN US","39.8888","-84.9364",,"2013-10",,,,,,,"14",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"49.8",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"109.5",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INOW0002","SPENCER 4.4 E, IN US","39.29467","-86.68782","228.9","2013-10",,,,,,,"16",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"57.9",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"115.9",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INOW0006","GOSPORT 4.0 WSW, IN US","39.32","-86.73","177.1","2013-10",,,,,,,"17",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"44.2",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120.9",",,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00125237","MADISON SEWAGE PLANT, IN US","38.7369","-85.3941","140.2","2013-10",,,,,,,"13",",7","9",",7",,,,,,,,,,,,,,,,,,,,,"76.2",",,7,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"169.1",",,,7",,,,,,,,,,,,,,,,,,,,,,
"US1INOW0009","SPENCER 7.0 S, IN US","39.185767","-86.778233","235.9","2013-10",,,,,,,"13",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"70.9",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"140.8",",,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00125117","LOGANSPORT CICOTT ST., IN US","40.7477","-86.3877","182.9","2013-10",,,"494.7","7","15.0",",7","11",",7","5",",7","0",",7","0",",7","0",",7","7",",7","0",",7","11",",7","0",",7","-2.2",",7,26,+","0",",,7,31,+","0.0",",,7,31,+","20.8",",,7,06,","30.0",",7,05,",,,"264.1","7",,,,,,,,,"211.5",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"62.0",",,,7",,,"0",",,,7","12.0",",7","18.0",",,,7","6.0",",,,7",,,,,,,,,,,,
"US1INLG0001","ORLAND 6.6 SSW, IN US","41.638525","-85.201982","302.1","2013-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"40.4","3,a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INLG0007","LAGRANGE 0.2 NNE, IN US","41.64589","-85.415409","276.8","2013-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"79.3","1,a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INLG0006","LAGRANGE 9.4 ESE, IN US","41.603425","-85.243576","293.8","2013-10",,,,,,,"13","5,N","4","5,N",,,,,,,,,,,,,,,,,,,,,"25.4","5,,N,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65.7","2,a,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INLG0005","LAGRANGE 1.3 ENE, IN US","41.6527","-85.3963","288.0","2013-10",,,,,,,"15","1,N","5","1,N",,,,,,,,,,,,,,,,,,,,,"30.0","1,,N,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84.8","1,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INDV0001","WASHINGTON 1.5 NW, IN US","38.67543","-87.18996","145.1","2013-10",,,,,,,"12",",N","7",",N",,,"0","1,N",,,,,,,,,,,,,,,"0.0","1,T,N,25,","106.9",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"184.9",",,,N",,,"0","1,T,,N",,,,,,,,,,,,,,,,,,
"US1INPM0012","REELSVILLE 2.6 SSW, IN US","39.52436667","-86.99023333","221.3","2013-10",,,,,,,"15",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"37.3",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81.2",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INPM0011","GREENCASTLE 3.6 ESE, IN US","39.622102","-86.779007","240.5","2013-10",,,,,,,"13",",N","9",",N",,,,,,,,,,,,,,,,,,,,,"37.3",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86.1",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INPM0010","GREENCASTLE 3.9 SSE, IN US","39.588476","-86.817708","221.9","2013-10",,,,,,,"12",",N","10",",N",,,,,,,,,,,,,,,,,,,,,"44.2",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86.5",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INDV0017","WASHINGTON 3.3 SE, IN US","38.620518","-87.135882","149.0","2013-10",,,,,,,"11","4,N","6","4,N",,,"0","4,N",,,,,,,,,,,,,,,"0.0","4,,N,31,+","30.7","4,,N,30,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"70.8","4,,,N",,,"0","4,,,N",,,,,,,,,,,,,,,,,,
"USC00122096","DECATUR 1 N, IN US","40.8483","-84.9299","239.3","2013-10",,,,,"19.1",",7","13",",7","7",",7","0",",7","0",",7","0",",7","7",",7","0",",7","11",",7","0",",7","-2.2",",7,29,+","0",",,7,31,+","0.0",",T,7,23,","16.0",",,7,06,","30.0",",7,04,",,,,,,,,,,,,,"215.8",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57.7",",,,7",,,"0",",T,,7","12.0",",7","18.2",",,,7","5.8",",,,7",,,,,,,,,,,,
"US1INDV0018","ODON 4.0 N, IN US","38.900326","-86.979264","160.3","2013-10",,,,,,,"9","2,N","6","2,N",,,,,,,,,,,,,,,,,,,,,"80.3","2,,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"130.3",",a,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00129724","WOODBURN 3 N, IN US","41.1645","-84.8482","216.4","2013-10",,,,,"14.5",",7","12",",7","6",",7","0",",7","0",",7","0",",7","9",",7","0",",7","11",",7","0",",7","-1.7",",7,23,","0",",,7,31,+","0.0",",T,7,24,","8.9",",,7,05,","29.4",",7,05,",,,,,,,,,,,,,"227.7",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"46.5",",,,7",,,"0",",T,,7","11.4",",7","17.7",",,,7","5.2",",,,7",,,,,,,,,,,,
"USC00128992","VALPARAISO 5 NNE, IN US","41.5436","-87.0319","264.9","2013-10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1INRP0006","BATESVILLE 0.4 SSW, IN US","39.29277778","-85.22083333","297.5","2013-10",,,,,,,"12","3,N","6","3,N",,,,,,,,,,,,,,,,,,,,,"80.5","3,,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"120.5","3,,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INRP0004","OSGOOD 4.1 NE, IN US","39.16916","-85.23612","290.2","2013-10",,,,,,,"15",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"62.7",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"103.1",",,,N",,,,,,,,,,,,,,,,,,,,,,
"US1INFL0007","ROCHESTER 1.5 WNW, IN US","41.07026","-86.22133","237.1","2013-10",,,,,,,"9","2,N","6","2,N",,,,,,,,,,,,,,,,,,,,,"16.0","2,,N,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"55.2","2,,,N",,,,,,,,,,,,,,,,,,,,,,
"USC00129605","WILLIAMS 3 SW, IN US","38.7669","-86.6846","166.7","2013-10",,,,,,,"12","2,7","7","2,7","0","5,7","0","5,7",,,,,,,,,,,,,"0","5,,7,31,+","0.0","5,,7,31,+","76.5","2,,7,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"127.6","2,,,7",,,"0","5,,,7",,,,,,,,,,,,,,,,,,
"US1INFL0003","ROCHESTER 2.4 NW, IN US","41.085157","-86.229331","232.9","2013-10",,,,,,,"10",",N","6",",N","0",",N","0",",N",,,,,,,,,,,,,"0",",,N,31,+","0.0",",,N,31,+","17.5",",,N,31,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"57.4",",,,N",,,"0",",,,N",,,,,,,,,,,,,,,,,,
"US1INSH0005","SHELBYVILLE 0.8 SSW, IN US","39.512138","-85.779105","232.9","2013-10",,,,,,,"14","2,N","8","2,N",,,,,,,,,,,,,,,,,,,,,"43.4","2,,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"91.7","2,,,N",,,,,,,,,,,,,,,,,,,,,,
