"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES"
"US1INOH0001","AURORA 3.6 SSE, IN US","39.01535","-84.887306","224.0","2023-09",,,,,,,"9",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"66.8",",,N,27,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"88.1",",,,N",,,,,,,,,,,,,,,,,,
"US1INML0006","PLYMOUTH 2.5 WSW, IN US","41.329704","-86.356804","248.1","2023-04",,,,,,,"13",",N","6",",N",,,"0",",N",,,,,,,,,,,,,,,"3.0",",,N,17,","23.4",",,N,01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58.8",",,,N","3",",,,N",,,,,,,,,,,,,,,,
"US1INML0006","PLYMOUTH 2.5 WSW, IN US","41.329704","-86.356804","248.1","2023-05",,,,,,,"7",",N","4",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","33.8",",,N,13,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58.1",",,,N","0",",,,N",,,,,,,,,,,,,,,,
"US1INML0006","PLYMOUTH 2.5 WSW, IN US","41.329704","-86.356804","248.1","2023-06",,,,,,,"6",",N","5",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","30.2",",,N,26,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83.1",",,,N","0",",,,N",,,,,,,,,,,,,,,,
"US1INML0006","PLYMOUTH 2.5 WSW, IN US","41.329704","-86.356804","248.1","2023-07",,,,,,,"9",",N","7",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","39.6",",,N,29,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"115.9",",,,N","0",",,,N",,,,,,,,,,,,,,,,
"US1INML0006","PLYMOUTH 2.5 WSW, IN US","41.329704","-86.356804","248.1","2023-08",,,,,,,"10",",N","4",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,31,+","53.3",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73.1",",,,N","0",",,,N",,,,,,,,,,,,,,,,
"US1INML0006","PLYMOUTH 2.5 WSW, IN US","41.329704","-86.356804","248.1","2023-09",,,,,,,"9",",N","3",",N",,,"0",",N",,,,,,,,,,,,,,,"0.0",",,N,30,+","15.2",",,N,12,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"36.1",",,,N","0",",,,N",,,,,,,,,,,,,,,,
"US1INFD0002","GALENA 4.3 ENE, IN US","38.380331","-85.870439","285.0","2023-04",,,,,,,"9",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"36.8",",,N,01,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98.8",",,,N",,,,,,,,,,,,,,,,,,
"US1INFD0002","GALENA 4.3 ENE, IN US","38.380331","-85.870439","285.0","2023-05",,,,,,,"12",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"28.7",",,N,17,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"83.5",",,,N",,,,,,,,,,,,,,,,,,
"US1INFD0002","GALENA 4.3 ENE, IN US","38.380331","-85.870439","285.0","2023-06",,,,,,,"9",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"41.1",",,N,26,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"101.3",",,,N",,,,,,,,,,,,,,,,,,
"US1INFD0002","GALENA 4.3 ENE, IN US","38.380331","-85.870439","285.0","2023-07",,,,,,,"11",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"71.6",",,N,09,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"142.1",",,,N",,,,,,,,,,,,,,,,,,
"US1INFD0002","GALENA 4.3 ENE, IN US","38.380331","-85.870439","285.0","2023-08",,,,,,,"11",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"17.3",",,N,26,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90.7",",,,N",,,,,,,,,,,,,,,,,,
"US1INFD0002","GALENA 4.3 ENE, IN US","38.380331","-85.870439","285.0","2023-09",,,,,,,"3",",N","3",",N",,,"0","3,N",,,,,,,,,,,,,,,"0.0","3,,N,30,+","8.9",",,N,13,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.3",",,,N","0","3,,,N",,,,,,,,,,,,,,,,
"US1INJK0020","SEYMOUR 0.6 SSW, IN US","38.9502489628507","-85.8898082057781","182.6","2023-05",,,,,,,"7",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"24.4",",,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"85.4",",,,N",,,,,,,,,,,,,,,,,,
"US1INJK0020","SEYMOUR 0.6 SSW, IN US","38.9502489628507","-85.8898082057781","182.6","2023-06",,,,,,,"11",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"15.2",",,N,26,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"52.2",",,,N",,,,,,,,,,,,,,,,,,
"US1INJK0020","SEYMOUR 0.6 SSW, IN US","38.9502489628507","-85.8898082057781","182.6","2023-07",,,,,,,"15",",N","10",",N",,,,,,,,,,,,,,,,,,,,,"28.2",",,N,14,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"147.4",",,,N",,,,,,,,,,,,,,,,,,
"US1INJK0020","SEYMOUR 0.6 SSW, IN US","38.9502489628507","-85.8898082057781","182.6","2023-08",,,,,,,"9",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"28.4",",,N,07,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"84.0",",,,N",,,,,,,,,,,,,,,,,,
"US1INJK0020","SEYMOUR 0.6 SSW, IN US","38.9502489628507","-85.8898082057781","182.6","2023-09",,,,,,,"5",",N","2",",N",,,,,,,,,,,,,,,,,,,,,"13.0",",,N,28,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.6",",,,N",,,,,,,,,,,,,,,,,,
"USC00124244","INDIANA DUNES NATIONAL PARK, IN US","41.63178","-87.08803","208.2","2023-04",,,"9.7","H","9.7",",7","13",",7","5",",7","0",",7","0",",7","0",",7","12",",7","0",",7","9",",7","0",",7","-5.0",",7,02,","0",",T,7,17,","5.0",",,7,17,","19.3",",,7,05,","28.9",",7,14,",,,"3190.0","H",,,,,,,"255.6",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.9",",,,7","5",",,,7","10.1",",7","16.6",",,,7","3.6",",,,7",,,,,,,,,,
"USC00124244","INDIANA DUNES NATIONAL PARK, IN US","41.63178","-87.08803","208.2","2023-05",,,"23.0","H","13.3",",7","9",",7","4",",7","0",",7","0",",7","0",",7","1",",7","0",",7","17",",7","0",",7","-1.1",",7,03,","0",",,7,31,+","0.0",",,7,31,+","15.5",",,7,13,","28.9",",7,31,",,,"3318.8","H",,,,,,,"128.8",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45.8",",,,7","0",",,,7","14.6",",7","20.1",",,,7","9.1",",,,7",,,,,,,,,,
"USC00124244","INDIANA DUNES NATIONAL PARK, IN US","41.63178","-87.08803","208.2","2023-06",,,"82.7","H","59.7",",7","10",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","22",",7","1",",7","8.3",",7,17,","0",",,7,30,+","0.0",",,7,30,+","20.8",",,7,25,","32.2",",7,01,",,,"3356.3","H",,,,,,,"37.5",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"73.5",",,,7","0",",,,7","19.1",",7","24.4",",,,7","13.8",",,,7",,,,,,,,,,
"USC00124244","INDIANA DUNES NATIONAL PARK, IN US","41.63178","-87.08803","208.2","2023-07",,,"204.6","H","121.9",",7",,,,,"0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","3",",7","12.2",",7,19,+","0",",,7,31,+","0.0",",,7,31,+",,,"32.8",",7,06,",,,"3.1","H",,,,,,,"3.1",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"182.6",",a,,7","0",",,,7","22.2",",7","27.4",",,,7","17.0",",,,7",,,,,,,,,,
"USC00124244","INDIANA DUNES NATIONAL PARK, IN US","41.63178","-87.08803","208.2","2023-08",,,"306.3","H","101.7",",7","7",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","2",",7","10.0",",7,31,","0",",,7,31,+","0.0",",,7,31,+","38.9",",,7,06,","35.6",",7,25,",,,"10.6","H",,,,,,,"7.5",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"86.4",",,,7","0",",,,7","21.4",",7","26.1",",,,7","16.6",",,,7",,,,,,,,,,
"USC00124244","INDIANA DUNES NATIONAL PARK, IN US","41.63178","-87.08803","208.2","2023-09",,,"357.4","H","51.1",",7","12",",7","8",",7","0",",7","0",",7","0",",7","0",",7","0",",7","19",",7","3",",7","8.3",",7,14,","0",",,7,30,+","0.0",",,7,30,+","21.8",",,7,12,","32.2",",7,06,+",,,"43.4","H",,,,,,,"32.8",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69.9",",,,7","0",",,,7","18.9",",7","23.4",",,,7","14.5",",,,7",,,,,,,,,,
"US1INGB0009","FRANCISCO 0.1 SE, IN US","38.332965","-87.447337","139.3","2023-04",,,,,,,"11",",N","8",",N",,,,,,,,,,,,,,,,,,,,,"18.0",",,N,06,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"89.3",",,,N",,,,,,,,,,,,,,,,,,
"US1INGB0009","FRANCISCO 0.1 SE, IN US","38.332965","-87.447337","139.3","2023-05",,,,,,,"8",",N","6",",N",,,,,,,,,,,,,,,,,,,,,"24.4",",,N,17,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"90.7",",,,N",,,,,,,,,,,,,,,,,,
"US1INGB0009","FRANCISCO 0.1 SE, IN US","38.332965","-87.447337","139.3","2023-06",,,,,,,"9",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"120.9",",,N,30,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"160.6",",,,N",,,,,,,,,,,,,,,,,,
"US1INGB0009","FRANCISCO 0.1 SE, IN US","38.332965","-87.447337","139.3","2023-07",,,,,,,"9","3,N","4","3,N",,,,,,,,,,,,,,,,,,,,,"30.7","3,,N,02,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45.4","3,,,N",,,,,,,,,,,,,,,,,,
"US1INGB0009","FRANCISCO 0.1 SE, IN US","38.332965","-87.447337","139.3","2023-09",,,,,,,"7",",N","3",",N",,,,,,,,,,,,,,,,,,,,,"21.8",",,N,28,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39.4",",,,N",,,,,,,,,,,,,,,,,,
"USC00125337","MARION 2 N, IN US","40.58","-85.6586","240.8","2023-04",,,"4.2","7","4.2",",7","8",",7","7",",7","0",",7","0",",7","0",",7","6",",7","0",",7","10",",7","0",",7","-1.1",",7,08,+","0",",T,7,18,+","0.0",",T,7,18,+","18.8",",,7,01,","29.4",",7,21,",,,"2895.8","7",,,,,,,"229.2",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"69.0",",,,7","0",",T,,7","10.8",",7","17.8",",,,7","3.9",",,,7",,,,,,,,,,
"USC00125337","MARION 2 N, IN US","40.58","-85.6586","240.8","2023-05",,,"22.3","7","18.1",",7","6",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","21",",7","0",",7","2.2",",7,02,","0",",,7,31,+","0.0",",,7,31,+","15.7",",,7,07,","31.7",",7,31,",,,"2995.2","7",,,,,,,"99.4",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"51.4",",,,7","0",",,,7","15.7",",7","22.7",",,,7","8.8",",,,7",,,,,,,,,,
"USC00125337","MARION 2 N, IN US","40.58","-85.6586","240.8","2023-06",,,"100.4","7","78.1",",7","7",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","4",",7","7.8",",7,09,","0",",,7,30,+","0.0",",,7,30,+","18.3",",,7,14,","32.2",",7,04,+",,,"3011.7","7",,,,,,,"16.5",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"48.5",",,,7","0",",,,7","20.4",",7","27.2",",,,7","13.5",",,,7",,,,,,,,,,
"USC00125337","MARION 2 N, IN US","40.58","-85.6586","240.8","2023-07",,,"257.0","7","156.6",",7","11",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","4",",7","13.9",",7,20,+","0",",,7,31,+","0.0",",,7,31,+","29.7",",,7,29,","34.4",",7,28,",,,"0.0","7",,,,,,,"0.0",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"98.1",",,,7","0",",,,7","23.4",",7","29.4",",,,7","17.4",",,,7",,,,,,,,,,
"USC00125337","MARION 2 N, IN US","40.58","-85.6586","240.8","2023-08",,,"364.7","7","107.7",",7","8",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","3",",7","10.6",",7,31,","0",",,7,31,+","0.0",",,7,31,+","85.1",",,7,06,","33.9",",7,25,",,,"3.4","7",,,,,,,"3.4",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"146.3",",,,7","0",",,,7","21.7",",7","27.2",",,,7","16.2",",,,7",,,,,,,,,,
"USC00125337","MARION 2 N, IN US","40.58","-85.6586","240.8","2023-09",,,"408.6","7","43.9",",7","7",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","1",",7","8.9",",7,15,+","0",",,7,30,+","0.0",",,7,30,+","39.1",",,7,28,","32.2",",7,06,",,,"24.9","7",,,,,,,"21.5",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"75.7",",,,7","0",",,,7","19.1",",7","25.1",",,,7","13.0",",,,7",,,,,,,,,,
"USC00127999","SHELBYVILLE SEWAGE PLANT, IN US","39.5282","-85.7914","229.2","2023-04",,,"2.0","H","2.0","1,7","9",",7","6",",7","0",",7","0",",7","0","1,7","4","1,7","0","1,7","11","1,7","0","1,7","-2.2","1,7,24,","0",",,7,30,+","0.0",",,7,30,+","22.4",",,7,28,","28.9","1,7,21,",,,"2636.7","H",,,,,,,"206.6","1,7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65.0",",,,7","0",",,,7","11.3","1,7","18.3","1,,,7","4.3","1,,,7",,,,,,,,,,
"USC00127999","SHELBYVILLE SEWAGE PLANT, IN US","39.5282","-85.7914","229.2","2023-05",,,"24.0","H","22.0",",7","6",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","24",",7","0",",7","2.2",",7,05,","0",",,7,31,+","0.0",",,7,31,+","18.0",",,7,20,","30.6",",7,31,",,,"2722.6","H",,,,,,,"85.9",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"39.0",",,,7","0",",,,7","16.3",",7","23.1",",,,7","9.4",",,,7",,,,,,,,,,
"USC00127999","SHELBYVILLE SEWAGE PLANT, IN US","39.5282","-85.7914","229.2","2023-06",,,"108.8","H","84.8",",7","5",",7","5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","29",",7","3",",7","10.0",",7,09,","0",",,7,30,+","0.0",",,7,30,+","48.8",",,7,12,","32.8",",7,04,+",,,"2728.7","H",,,,,,,"6.1",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"81.2",",,,7","0",",,,7","21.0",",7","27.6",",,,7","14.3",",,,7",,,,,,,,,,
"USC00127999","SHELBYVILLE SEWAGE PLANT, IN US","39.5282","-85.7914","229.2","2023-07",,,"266.7","H","157.9",",7","13",",7","12",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","1",",7","14.4",",7,22,","0",",,7,31,+","0.0",",,7,31,+","29.2",",,7,01,","32.2",",7,29,",,,"0.0","H",,,,,,,"0.0",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"145.4",",,,7","0",",,,7","23.4",",7","29.1",",,,7","17.8",",,,7",,,,,,,,,,
"USC00127999","SHELBYVILLE SEWAGE PLANT, IN US","39.5282","-85.7914","229.2","2023-08",,,"386.3","H","119.6",",7","10",",7","6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","3",",7","10.6",",7,30,","0",",,7,31,+","0.0",",,7,31,+","27.7",",,7,08,","33.3",",7,26,",,,"1.9","H",,,,,,,"1.9",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"78.6",",,,7","0",",,,7","22.1",",7","27.9",",,,7","16.4",",,,7",,,,,,,,,,
"USC00127999","SHELBYVILLE SEWAGE PLANT, IN US","39.5282","-85.7914","229.2","2023-09",,,"440.8","H","54.5",",7","3",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","1",",7","7.8",",7,20,","0",",,7,30,+","0.0",",,7,30,+","24.1",",,7,28,+","32.2",",7,05,",,,"17.7","H",,,,,,,"15.8",",7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49.5",",,,7","0",",,,7","19.6",",7","26.5",",,,7","12.7",",,,7",,,,,,,,,,
"US1INBL0007","HARTFORD CITY 4.8 NW, IN US","40.5069","-85.4275","270.1","2023-04",,,,,,,"11",",N","7",",N",,,,,,,,,,,,,,,,,,,,,"11.7",",,N,28,+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"65.4",",,,N",,,,,,,,,,,,,,,,,,
"US1INBL0007","HARTFORD CITY 4.8 NW, IN US","40.5069","-85.4275","270.1","2023-05",,,,,,,"9",",N","5",",N",,,,,,,,,,,,,,,,,,,,,"13.5",",,N,20,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"49.9",",,,N",,,,,,,,,,,,,,,,,,
"US1INBL0007","HARTFORD CITY 4.8 NW, IN US","40.5069","-85.4275","270.1","2023-06",,,,,,,"7",",N","4",",N",,,,,,,,,,,,,,,,,,,,,"21.6",",,N,26,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"58.2",",,,N",,,,,,,,,,,,,,,,,,
"US1INBL0007","HARTFORD CITY 4.8 NW, IN US","40.5069","-85.4275","270.1","2023-07",,,,,,,"13","2,N","6","2,N",,,,,,,,,,,,,,,,,,,,,"42.4","2,,N,02,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"114.2",",a,,N",,,,,,,,,,,,,,,,,,
