,Year,County,DP01_4,DP01_5,DP01_6,DP01_7,DP01_8,DP01_9,DP01_10,DP10_4,DP10_5,DP10_6,DP10_7,DP10_8,DP10_9,DP10_10,DT00_4,DT00_5,DT00_6,DT00_7,DT00_8,DT00_9,DT00_10,DT32_4,DT32_5,DT32_6,DT32_7,DT32_8,DT32_9,DT32_10,DX32_4,DX32_5,DX32_6,DX32_7,DX32_8,DX32_9,DX32_10,DX90_4,DX90_5,DX90_6,DX90_7,DX90_8,DX90_9,DX90_10,EMSD_4,EMSD_5,EMSD_6,EMSD_7,EMSD_8,EMSD_9,EMSD_10,EMXP_4,EMXP_5,EMXP_6,EMXP_7,EMXP_8,EMXP_9,EMXP_10,EMXT_4,EMXT_5,EMXT_6,EMXT_7,EMXT_8,EMXT_9,EMXT_10,PRCP_4,PRCP_5,PRCP_6,PRCP_7,PRCP_8,PRCP_9,PRCP_10,SNOW_4,SNOW_5,SNOW_6,SNOW_7,SNOW_8,SNOW_9,SNOW_10,TAVG_4,TAVG_5,TAVG_6,TAVG_7,TAVG_8,TAVG_9,TAVG_10,Value
428,2007,DAVIESS,9.0,8.142857142857142,13.833333333333334,8.166666666666666,4.428571428571429,6.125,7.666666666666667,7.4,4.142857142857143,10.0,5.0,3.2857142857142856,4.625,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,25.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.1,20.642857142857142,41.71666666666666,18.25,26.314285714285717,36.825,58.78333333333333,27.8,31.7,34.4,32.2,36.7,35.6,32.8,101.88,55.15714285714286,167.5,54.48571428571429,52.075,86.74444444444445,112.8125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1,21.3,23.9,23.6,27.1,22.5,17.7,164.5
429,2007,DE KALB,9.0,5.333333333333333,6.5,7.333333333333333,11.0,5.0,10.4,6.0,4.0,5.25,5.333333333333333,10.0,3.75,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,13.0,8.0,11.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.6,10.666666666666666,27.05,48.03333333333333,92.53333333333336,12.95,13.86,27.8,32.2,34.4,35.6,33.9,33.3,32.2,99.53333333333336,25.166666666666668,57.425,95.56666666666666,250.23333333333332,29.825,63.56,50.0,0.0,0.0,0.0,0.0,0.0,0.0,9.6,18.8,22.7,22.9,23.7,19.8,16.2,146.5
430,2007,DEARBORN,10.5,6.0,7.5,7.0,2.5,2.0,7.5,9.0,4.0,6.5,7.0,2.5,1.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.75,16.3,17.4,49.5,17.799999999999997,36.35,101.35,27.937871485943774,31.11769103383014,33.59383756464504,33.77224976392824,33.50554997608799,32.618047078306134,28.586175500588933,111.0,35.9,69.05,156.9,34.55,38.0,163.89999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.240054489457476,17.020451735615787,22.051781568348733,23.54112458392772,22.79783490224475,19.443138170498084,12.600347919655666,116.5
431,2007,DECATUR,13.0,4.0,8.0,10.0,4.0,6.0,10.0,11.0,2.0,7.0,7.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,21.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,18.8,86.9,12.2,12.4,33.5,41.4,27.2,31.1,35.0,31.7,36.7,35.6,32.8,124.6,30.4,106.3,66.6,17.65,78.3,75.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,20.0,23.0,22.4,26.4,21.9,16.4,142.6
432,2007,DELAWARE,10.6,7.0,13.0,8.0,8.6,7.0,9.0,6.4,3.5,7.8,5.0,5.4,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,14.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.76,8.5,18.5,13.025,57.720000000000006,12.966666666666669,25.075,30.0,31.7,33.9,32.2,35.0,33.9,32.2,103.48,21.825,74.2,43.05,113.92,34.63333333333333,74.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.7,19.4,22.2,21.6,24.3,20.4,16.2,134.2
433,2007,DUBOIS,10.0,7.0,11.4,7.2,4.4,7.0,7.333333333333333,7.75,4.6,8.6,5.2,3.6,5.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,27.0,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.375,13.1,27.08,24.94,20.96,34.239999999999995,29.73333333333333,27.8,31.1,35.0,33.9,38.9,37.2,33.3,100.475,35.6,80.92,76.44,41.0,85.06,95.025,0.75,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.7,23.2,23.1,26.8,21.9,16.6,146.6
434,2007,ELKHART,13.77777777777778,10.0,9.615384615384617,7.076923076923077,17.142857142857142,8.25,14.833333333333334,5.333333333333333,5.636363636363637,4.461538461538462,3.923076923076923,12.642857142857142,4.25,9.416666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.5,4.5,3.5,1.5,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,40.5,20.145454545454545,31.56153846153846,60.58461538461539,61.92142857142857,12.966666666666669,25.575,27.5,31.65,33.349999999999994,34.15,32.8,33.05,30.85,106.67777777777778,56.58181818181818,76.12142857142858,86.48461538461538,284.9428571428571,35.86666666666667,99.79166666666669,128.85714285714286,0.0,0.0,0.0,0.0,0.0,0.0,8.7,18.200000000000003,21.5,21.85,22.65,19.1,15.15,153.0
435,2007,FAYETTE,14.0,6.5,15.0,10.5,4.5,6.0,9.0,8.0,2.5,7.0,6.5,2.0,4.5,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.35,16.0,20.6,17.3,28.950000000000003,65.65,41.0,27.937871485943774,31.11769103383014,33.59383756464504,33.77224976392824,33.50554997608799,32.618047078306134,28.586175500588933,119.45,28.0,73.05000000000001,61.35,35.4,121.55,72.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.240054489457476,17.020451735615787,22.051781568348733,23.54112458392772,22.79783490224475,19.443138170498084,12.600347919655666,132.7
436,2007,FOUNTAIN,11.5,6.0,11.5,9.666666666666666,9.0,7.333333333333333,10.5,8.0,4.0,6.5,7.0,6.0,3.333333333333333,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,15.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.450000000000003,13.5,31.5,20.83333333333333,48.6,26.73333333333333,40.65,27.2,32.2,33.9,32.8,35.0,33.9,32.8,109.55,37.15,102.6,74.33333333333333,93.56666666666668,42.93333333333334,107.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,19.2,22.1,21.5,24.1,20.1,15.0,171.1
437,2007,FRANKLIN,11.0,5.0,6.0,11.0,4.0,6.0,6.0,10.0,3.0,6.0,8.0,2.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,3.0,26.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.9,28.2,42.4,20.6,17.3,21.1,40.9,27.8,32.2,34.4,33.3,37.2,36.7,33.3,92.3,47.3,93.0,58.8,22.6,59.4,90.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,19.4,22.7,22.5,26.4,21.7,16.5,125.9
438,2007,FULTON,11.5,6.5,10.5,7.666666666666667,10.5,6.0,12.5,7.0,4.0,6.5,6.0,6.0,3.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,8.0,2.0,0.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,34.8,22.5,13.95,43.93333333333334,53.5,14.0,18.05,27.2,31.7,33.3,32.8,34.4,33.9,31.7,113.8,51.05,58.4,99.5,170.35000000000002,28.6,86.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,7.9,17.8,21.5,21.4,23.2,19.4,15.2,155.9
439,2007,GIBSON,9.0,8.5,12.0,6.0,5.0,6.5,6.666666666666667,8.0,6.5,7.5,4.0,4.0,6.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,8.0,14.0,25.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.4,33.15,21.450000000000003,24.0,39.400000000000006,76.95,68.10000000000001,32.2,32.8,35.6,34.4,38.3,35.6,32.2,98.1,86.35,74.80000000000001,61.25,60.9,148.95,117.13333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,21.0,23.9,24.2,27.9,22.4,16.4,162.3
440,2007,GRANT,11.0,5.0,12.0,7.0,10.0,5.0,13.0,7.0,3.0,6.0,4.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.2,9.9,22.6,23.1,69.1,45.5,15.5,26.7,31.7,33.3,32.8,35.6,33.9,31.7,103.1,20.3,71.0,49.8,183.1,88.2,62.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.6,18.6,22.3,22.1,24.6,20.2,15.3,128.7
441,2007,GREENE,11.0,7.0,14.0,7.0,5.0,5.0,7.0,9.0,7.0,10.5,4.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.1,18.3,30.5,20.6,3.6,22.6,34.05,27.937871485943774,31.11769103383014,33.59383756464504,33.77224976392824,33.50554997608799,32.618047078306134,28.586175500588933,82.8,53.8,100.05,65.8,8.4,59.1,81.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.240054489457476,17.020451735615787,22.051781568348733,23.54112458392772,22.79783490224475,19.443138170498084,12.600347919655666,142.5
442,2007,HAMILTON,9.9,6.181818181818182,12.272727272727272,6.888888888888889,8.272727272727273,5.454545454545454,11.0,7.4,3.727272727272727,6.181818181818182,5.222222222222222,4.545454545454546,3.909090909090909,6.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,20.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.12,10.88181818181818,20.854545454545452,17.855555555555554,43.10909090909091,23.372727272727275,33.46666666666667,27.2,31.7,33.9,33.9,36.7,33.9,32.8,88.64545454545454,31.63636363636364,74.4090909090909,52.89090909090908,103.62727272727274,50.23636363636364,89.37,0.8,0.0,0.0,0.0,0.0,0.0,0.0,9.3,18.9,22.2,22.4,25.6,20.4,15.5,149.6
443,2007,HANCOCK,12.6,5.5,11.666666666666666,8.333333333333334,7.0,5.5,11.666666666666666,9.0,3.0,6.0,4.666666666666667,2.5,4.0,6.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,17.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.56,15.175,30.399999999999995,15.233333333333334,67.75,18.475,26.2,26.7,31.1,33.3,32.8,35.6,34.4,32.2,109.4,33.84,74.075,40.5,79.0,48.74,81.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.3,19.0,22.5,22.0,25.3,20.5,15.3,148.3
444,2007,HARRISON,9.5,4.0,7.5,6.0,4.666666666666667,3.333333333333333,5.5,7.5,2.5,6.0,6.0,3.333333333333333,2.333333333333333,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.3,9.65,15.65,40.65,33.03333333333333,39.86666666666667,60.85,27.937871485943774,31.11769103383014,33.59383756464504,33.77224976392824,33.50554997608799,32.618047078306134,28.586175500588933,117.8,36.1,52.86666666666667,106.9,49.975,57.5,169.03333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.240054489457476,17.020451735615787,22.051781568348733,23.54112458392772,22.79783490224475,19.443138170498084,12.600347919655666,105.7
445,2007,HENDRICKS,10.875,6.666666666666667,12.142857142857142,8.75,7.111111111111111,4.571428571428571,8.5,8.125,4.888888888888889,6.714285714285714,5.875,4.555555555555555,3.571428571428572,5.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,14.0,5.0,0.0,1.6666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,36.0,17.61111111111111,19.1,15.8875,48.54444444444445,32.82857142857143,30.866666666666664,26.1,30.6,33.3,32.8,35.0,34.4,31.1,108.26,51.78888888888888,68.275,56.3,100.28888888888888,58.01428571428572,78.86666666666666,0.625,0.0,0.0,0.0,0.0,0.0,0.0,8.6,19.0,21.8,21.7,24.9,20.2,15.2,154.3
446,2007,HENRY,10.333333333333334,6.25,11.5,6.75,6.666666666666667,6.666666666666667,8.75,8.0,4.0,6.75,5.0,3.6666666666666665,4.0,6.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.63333333333333,15.625,18.75,23.875,55.23333333333333,44.2,28.0,26.1,31.7,33.9,31.7,35.0,33.9,31.7,140.8,34.974999999999994,62.4,58.925,108.23333333333332,101.26666666666668,63.925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.9,18.6,21.7,21.1,23.9,19.8,15.0,147.3
447,2007,HOWARD,8.857142857142858,7.6,13.0,8.0,8.692307692307692,5.166666666666667,10.8,7.285714285714286,4.7,8.875,5.8,4.6923076923076925,3.75,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.5,0.5,0.0,0.0,0.0,0.0,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,1.0,12.5,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.67142857142857,14.49,24.7,26.99,61.15384615384615,47.40833333333333,18.57,27.25,31.950000000000003,33.3,32.2,34.4,34.45,32.8,81.47142857142856,42.35,97.9875,65.13,112.1,68.55384615384615,74.96000000000001,12.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,8.6,18.85,21.8,21.4,23.6,19.950000000000003,15.4,170.5
448,2007,HUNTINGTON,11.333333333333334,6.666666666666667,10.666666666666666,6.666666666666667,12.666666666666666,5.666666666666667,12.333333333333334,7.0,5.0,5.666666666666667,5.0,8.666666666666666,5.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,5.0,14.0,3.0,2.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,22.6,7.3,21.433333333333334,28.133333333333336,92.63333333333333,36.16666666666666,16.2,27.8,32.2,35.0,34.4,35.6,33.3,33.3,87.73333333333333,27.3,60.1,55.16666666666666,197.0,82.3,67.96666666666667,68.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,8.2,18.1,22.1,21.9,23.7,19.3,14.9,149.2
449,2007,JACKSON,11.5,6.0,10.75,6.666666666666667,4.25,6.333333333333333,8.0,9.75,3.75,7.5,4.666666666666667,3.25,4.333333333333333,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,25.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.6,18.8,22.15,30.3,45.25,31.066666666666663,42.2,27.2,31.7,33.9,33.3,37.8,37.2,33.3,106.875,44.475,73.5,64.93333333333334,69.875,95.03333333333336,90.96666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.3,19.3,22.4,22.1,26.0,21.5,15.8,113.0
450,2007,JASPER,9.285714285714286,7.3076923076923075,8.5625,10.142857142857142,12.571428571428571,4.3125,11.357142857142858,5.785714285714286,4.6923076923076925,5.5,6.428571428571429,7.857142857142857,2.9375,7.428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.82142857142857,19.007692307692302,36.9625,22.72142857142857,48.08571428571429,17.8875,19.642857142857142,28.3,31.7,34.4,32.8,34.4,34.4,32.2,106.46,46.471428571428575,94.225,85.5,157.68666666666667,33.15882352941177,81.56428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.8,18.9,22.3,21.9,24.0,20.4,14.9,171.0
451,2007,JAY,9.0,6.0,12.0,7.5,10.0,5.0,12.0,7.0,4.0,9.0,5.0,8.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,12.2,23.6,32.25,52.3,40.9,20.8,27.937871485943774,31.11769103383014,33.59383756464504,33.77224976392824,33.50554997608799,32.618047078306134,28.586175500588933,106.7,30.1,70.0,104.3,139.8,58.5,61.25,10.5,0.0,0.0,0.0,0.0,0.0,0.0,11.240054489457476,17.020451735615787,22.051781568348733,23.54112458392772,22.79783490224475,19.443138170498084,12.600347919655666,142.4
452,2007,JEFFERSON,11.0,6.0,13.0,9.333333333333334,3.333333333333333,5.0,9.0,9.0,4.333333333333333,9.0,7.333333333333333,2.6666666666666665,3.6666666666666665,6.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.5,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.43333333333334,22.03333333333333,25.83333333333333,34.36666666666667,32.46666666666666,31.766666666666666,80.43333333333334,26.7,31.7,33.9,33.3,33.50554997608799,37.2,33.9,115.46666666666664,57.96666666666667,93.26666666666668,110.43333333333332,59.56666666666666,58.20000000000001,171.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,19.6,22.4,22.3,22.79783490224475,23.1,17.3,123.7
453,2007,JENNINGS,11.5,7.0,14.0,9.0,5.5,6.0,9.5,8.5,4.0,6.0,6.5,4.0,3.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,24.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.900000000000006,23.35,33.3,45.7,32.9,32.0,45.05,30.6,30.6,33.9,32.8,37.2,35.6,32.8,130.85,41.0,67.4,106.35,67.75,71.8,90.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,19.5,22.9,23.1,26.6,19.443138170498084,16.8,137.2
454,2007,JOHNSON,9.75,5.5,9.5,10.0,5.333333333333333,5.666666666666667,9.333333333333334,9.0,4.25,6.0,6.5,2.6666666666666665,4.333333333333333,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,24.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.675,17.2,18.05,12.85,14.833333333333334,39.7,29.8,26.7,31.1,34.4,33.77224976392824,37.8,36.1,32.8,116.5,39.825,51.85,55.25,27.566666666666663,84.89999999999999,79.23333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.4,19.2,22.7,23.54112458392772,25.8,20.9,15.2,142.0
455,2007,KNOX,9.0,9.0,13.5,6.5,4.0,6.666666666666667,7.0,7.0,5.5,9.0,4.0,3.0,4.0,5.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,5.5,4.5,25.0,8.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.200000000000003,11.95,30.2,15.9,48.75,28.133333333333336,47.6,28.05,31.65,35.3,32.75,36.7,35.8,33.3,82.69999999999999,40.400000000000006,123.4,50.5,98.5,58.06666666666666,105.96666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25,20.85,23.450000000000003,23.45,27.0,22.35,16.5,166.9
456,2007,KOSCIUSKO,11.285714285714286,8.333333333333334,11.571428571428571,8.285714285714286,13.77777777777778,6.0,12.625,6.571428571428571,4.222222222222222,5.571428571428571,4.285714285714286,10.11111111111111,3.571428571428572,8.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,3.0,3.0,1.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,24.385714285714283,10.377777777777778,16.842857142857145,43.52857142857143,74.57777777777778,10.485714285714284,18.45,26.7,31.7,33.3,33.3,32.8,32.8,32.2,95.08571428571427,32.333333333333336,59.67142857142858,88.85714285714286,226.7555555555556,27.985714285714288,81.7875,47.71428571428572,0.0,0.0,0.0,0.0,0.0,0.0,6.9,17.7,21.3,21.3,22.7,19.1,14.8,156.4
457,2007,LA PORTE,11.0,8.0,10.0,8.5,16.0,4.2,14.11111111111111,6.0,5.875,6.0,5.5,12.8,3.4,9.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,61.96,24.6125,15.54,53.94,66.06,17.27,20.75555555555556,27.8,31.1,32.2,33.9,32.8,32.2,31.7,125.84,64.6125,52.52,132.04000000000002,249.3,33.27,94.37777777777778,59.2,0.0,0.0,0.0,0.0,0.0,0.0,8.7,18.1,22.0,22.3,22.8,19.9,15.3,144.8
458,2007,LAGRANGE,11.5,9.0,7.0,7.0,15.0,10.0,19.0,7.5,5.0,4.0,4.5,13.0,6.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,19.1,16.4,32.65,62.3,58.9,31.0,27.937871485943774,31.11769103383014,33.59383756464504,33.77224976392824,33.50554997608799,32.618047078306134,28.586175500588933,87.9,40.35,44.9,72.65,323.6666666666667,61.1,78.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.240054489457476,17.020451735615787,22.051781568348733,23.54112458392772,22.79783490224475,19.443138170498084,12.600347919655666,125.0
459,2007,LAKE,9.857142857142858,7.0,11.11111111111111,9.22222222222222,15.77777777777778,3.6666666666666665,10.363636363636363,6.714285714285714,4.714285714285714,7.666666666666667,5.444444444444445,12.22222222222222,2.6666666666666665,5.818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,3.0,4.0,0.0,17.75,0.0,0.0,0.0,0.0,0.0,0.0,54.42857142857143,22.9,26.27777777777778,43.66666666666666,78.52222222222223,13.516666666666666,26.672727272727272,27.8,32.8,33.9,32.8,33.3,33.3,31.7,141.21428571428572,54.957142857142856,86.94444444444444,95.36666666666666,317.1777777777777,25.491666666666664,75.24545454545455,19.285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,8.2,17.8,21.7,21.5,23.2,19.4,14.4,162.3
460,2007,LAWRENCE,10.75,5.5,12.5,6.5,4.333333333333333,5.75,8.166666666666666,9.5,3.25,9.0,4.75,2.6666666666666665,5.25,5.166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,3.5,9.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.275,32.65,19.575,16.625,34.9,27.2,27.48333333333333,27.2,31.1,33.9,32.2,33.50554997608799,37.2,32.099999999999994,115.825,57.875,88.85,50.475,51.96666666666667,78.06,76.06666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,18.9,22.2,22.1,22.79783490224475,21.4,15.55,133.5
